HLS HEALTHCARE FACILITY DIRECTORY,,,,,,,,,,,,,
,,,,,,,,Last Updated:,,"July 6, 2021",,,
Type,"Name
Physical Address","Mailing Address
(if different than physical)","Phone
Fax","County
Fiscal Year End",# of Licensed Beds,Email,Administrator/Director,Director of Nursing/Supervisory Nurse,License #,"CMS Certified Number (CCN)
Effective Date",Accredication Deeming Agency,"Occupancy %
Swing Beds",Other Locations
ADULT DAY CARE CENTERS,,,,,,,,,,,,,
ADC,"Uinta Senior Citizens Center
1229 Uinta St
Evanston WY 82930
","PO Box 728
Evanston WY 82931","307-789-3553
307-789-7191","Uinta
09/30",na,aottley@uintasenior.org,Aimee Ottley,Jennifer Brown,15001,na,na,na,
ADC,"Uinta Senior Citizens Inc Lyman  Adult Day Care
216 West Sage St
Lyman WY 82937
","PO Box 550
Mountain View WY 82939","307-787-3553
307-787-3874","Uinta
09/30",na,aottley@uintasenior.org,Aimee Ottley,Jennifer Brown,15002,na,na,na,
ADC,"Sheridan Senior Center: Day Break
241 Smith St
Sheridan WY 82801
","211 Smith St
Sheridan WY 82801","307-672-2240
307-674-9866","Sheridan
09/30",na,"bblue@thehubsheridan.org

",Barb Blue,na,15213,na,na,na,
ADC,"Legacy Homes Assisted Living & Adult Day Care
2391 Muddy String Co Rd 117
Thayne WY 83127
",,"307-883-3800
307-883-3801","Lincoln
12/31",na,emerritt@silverstar.com,Eileen Merritt,na,15003,na,na,na,
ADULT FOSTER CARE HOMES,,,,,,,,,,,,,
,,,,,,,,,,,,,
AMBULATORY SURICAL CENTERS,,,,,,,,,,,,,
ASC,"Casper WY Endoscopy ASC LLC
dba/Sterling Surgery Center
1441 Wilkins Circle
Casper WY 82601
","1A Burton Hills Blvd
Attn: L&C
Nashville TN 37215","307-473-1399
307-237-8106","Natrona
12/31",na,LandC@amsurg.com,Maryanne Burke,Maryanne Burke,15167,"53C0001005
10/20/1995",No,na,
ASC,"Central Wyoming Outpatient Surgery Center LLC
dba/Casper Surgical Center
1201 East 3rd St
Casper WY 82601
",,"307-577-2950
307-577-2954","Natrona
12/31",na,jsigler@cwosc.com,James Sigler,Debbra Ukele,15031,"53C0001011
09/19/2000",No,na,
ASC,"Western Ambulatory Surgery LLC
1421 Wilkins Circle
Casper WY 82601
",,"307-237-2511
307-237-7351","Natrona
12/31",na,jelliott@wyosight.com,Jennifer Elliott,Jennifer Elliott,15032,"53C0001014
08/16/2000",No,na,
ASC,"Wyoming Surgical Center LLC
4140 Centennial Hills Blvd
Suite C
Casper WY 82609
",,"307-472-8781
307-472-8887","Natrona
12/31",na,morganj@wyoortho.com,Hannah Olson,Maggie Browning,15033,"53C0001015
09/10/2001",No,na,
ASC,"Center for Dermatolgoic Surgery
123 Western Hills Blvd
Cheyenne WY 82009
",,"307-635-0226
307-635-1924","Laramie
12/31",na,teresalake@cheyenneskinclinic.com,Teresa Lake,Claire Clark,15034,"53C0001009
04/29/1998",No,na,
ASC,"Cheyenne Ocular Surgery LLC
dba/Cheyenne Eye Surgery
1300 East 20th St
Cheyenne WY 82001
",,"307-634-2020
307-632-1780","Laramie
12/31",na,sostby@cheyenneeyeclinic.com,Stacey Ostby,Charmain Eigenman,15328,"53C00001019
01/25/2008",No,na,
ASC,"Cheyenne Surgical Center LLC
dba/High Plains Surgery Center
2301 House Ave #200
Cheyenne WY 82001
",,"307-635-7070
307-433-9311","Laramie
12/31",na,dhall@hpscenter.com,Debbie Hall,Theresa Register,15035,"53C0001003
05/14/1993",TJC,na,
ASC,"Wyoming Endoscopy Center LLC
7220 Commons Circle
Cheyenne WY 82009
",,"307-635-4141
307-638-2656","Laramie
12/31",na,tharris@dhawy.com,Jerri Carmel,Tiffany Guerra,15240,"53C0001002
05/20/1992",No,na,
ASC,"Northern Wyoming Surgical Center LLC
732 Lindsay Lane
Cody WY 82414
",,"307-587-2139
307-587-2365","Park
12/31",na,tcurrier@nwsccody.com,Todd Currier,Theresa Lineberger,15038,"53C0001012
06/22/2000",No,na,
ASC,"Premier Surgical Center LLC
195 Overthrust Rd
Evanston WY 82930
",,"307-444-3600
307-444-3611","Uinta
12/31",na,msmith@premiersurgcenter.com,Steve Sheppard,Michelle Smith,15039,"53C0001022
07/20/2012
",AAAHC,na,
ASC,"Advanced Surgical Care of Wyoming LLC
51 Town Center Drive, Suite 140
Gillette WY 82718",,307-660-3934,"Campbell
12/31",na,mnielsen@ascwyoming.com,Mindy Nielsen,Mindy Nielsen,P-956,"53C0001024
04/15/2021",TJC,na,
ASC,"The Center for Surgical Excellence Inc
1503 Cressett St
Gillette WY 82716
",,"307-682-1911
307-682-1181","Campbell
12/31",na,mblake@cfsewy.com,Mariah Blake,Mariah Blake,15040,"53C0001021
10/16/2009",TJC,na,
ASC,"Northeast WyomingSurgery Center LLC
1307 West Third St, Suite B
Gillette WY 82716
","7220 Mt Rushmore Rd
Rapid City SD 57702","307-686-8283
307-686-5764","Campbell
12/31",na,jess@newscwy.com,Jessica Huckins,Jessica Huckins,15316,"53C0001008
11/21/1996",No,na,
ASC,"Powder River Survery Center
906 W. 6th Street
Gillette WY 82716",,"307-696-8240
307-682-3432","Campbell
12/31",na,Linda@PowderRiver-SC.com,Linda Bedwell,Jacqueline Hunter,P-952,"53C0001023
03/08/2021",AAAHC,na,
ASC,"Teton Outpatient Services LLC
150 Buffalo Way
Jackson WY 83001
","PO Box 12530
Jackson WY 83002","307-733-8677
307-734-7365","Teton
12/31",na,pramsey@uspi.com,Phillip Ramsey,Lindsay Emerson,15043,"53C0001010
06/30/1998",No,na,
ASC,"Ambulatory Surgery Clinic
1150 Main St
Lander WY 82520
","2475 Village Lane, Ste 202
Billings MT 59102","307-332-5272
406-252-6600","Fremont
12/31",na,cheri@theeyeclinicsurgicenter.com,Cheri Salthe,Audra Draper,15044,"53C0001007
09/24/1996",No,na,
ASC,"Western Wyoming Medical LLC
535 East Main St
Lander WY 82520
",,"307-206-1071
307-206-1133","Fremont
12/31",na,alan.daugherty@wwyomasc.com,Alan Daugherty,Tanya Daugherty,15348,PENDING,No,na,
ASC,"Premier Bone and Joint Ambulatory Surgical Center
1909 Vista Dr
Laramie WY 82070
",,"307-745-8851
307-742-9450","Albany
12/31",na,gchristensen@premierboneandjoint.com,Thomas Wolfe,Sean Ennist,15341,"53C0001006
01/24/2002",No,na,
ASC,"Sweetwater Surgery Center LLC
2761 Commercial Way
Rock Springs WY 82901
",,"307-382-6873
307-382-6869","Sweetwater
12/31",na,jrobidoux@sweetwatersurgerycenter.com,Stephen Sheppard,Jessica Robidoux,15046,"53C0001016
01/24/2002",No,na,
ASC,"Sheridan Surgical Center LLC
1524 West Fifth St
Sheridan WY 82801
",,"307-672-7874
307-673-0655","Sheridan
12/31",na,glagorio@vcn.com,Greg Lagorio,Sarah Smothers,15047,"53C0001018
07/19/2005",No,na,
ASSISTED LIVING FACILITIES,,,,,,,,,,,,,
ALF,"Beyond Homes Assisted Living 
153 Doyle Child Cir.
Afton WY 83110
","PO Box 18998
Kearns UT 84118","307-885-2263
307-885-2264","Lincoln
12/31","13
Level I",beyondhomewy@gmail.com,Trent Peterson,Michele Johnson,P-655,na,na,77%,
ALF,"Agape Manor Inc
830 North Main St
Buffalo WY 82834
",,"307-684-5504
307-684-2838","Johnson
12/31","26
Level I",renee@agapemanor.com,Renee Knight,Virginia Nolin,15005,na,na,60%,
ALF,"Veterans' Home of Wyoming
700 Veterans' Lane
Buffalo WY 82834
",,"307-684-5511
307-684-7636","Johnson
06/30","117
Level I",bruce.allison@wyo.gov,Bruce Allison,Jessi Davis,15006,na,na,65%,
ALF,"Willow Creek Homes of  Buffalo
1 North Klondike
Buffalo WY 82834
","6631 E. 2nd Street
Casper WY 82609","307-684-8669
307-684-8669","Johnson
12/31","15
Level I",willowcreekofbuffalo@gmail.com,Melissa Barber,Koni Sickle,15259,na,na,74%,
ALF,"Casper Assisted Living LLC
dba/Garden Square of Casper
1950 South Beverly St
Casper WY 82609
",,"307-472-1153
307-472-1123","Natrona
12/31","50
Level I",administrator@gardensquarecasper.com,Mercedes Ortega,Morgan Pemble,15007,na,na,84%,
