State code,PUMA (2012),County code,State abbreviation,County name,PUMA12 name,Population (2016 est.),puma12 to county allocation factor,county to puma12 allocation factor
1,100,1033,AL,Colbert AL,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",54216,0.2918,1
1,100,1059,AL,Franklin AL,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",31628,0.1702,1
1,100,1077,AL,Lauderdale AL,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",92318,0.4968,1
1,100,1093,AL,Marion AL,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",7655.4553,0.0412,0.2552
1,200,1083,AL,Limestone AL,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),92753,0.4942,1
1,200,1089,AL,Madison AL,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),94931.1245,0.5058,0.2659
1,301,1089,AL,Madison AL,Huntsville (North) & Madison (East) Cities,126793.7538,1,0.3552
1,302,1089,AL,Madison AL,Huntsville City (Central & South),108240.1826,1,0.3032
1,400,1049,AL,DeKalb AL,DeKalb & Jackson Counties,70900,0.5762,1
1,400,1071,AL,Jackson AL,DeKalb & Jackson Counties,52138,0.4238,1
1,500,1089,AL,Madison AL,Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast),27001.9391,0.221,0.0756
1,500,1095,AL,Marshall AL,Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast),95157,0.779,1
1,600,1079,AL,Lawrence AL,Morgan & Lawrence Counties--Decatur City,33244,0.2183,1
1,600,1103,AL,Morgan AL,Morgan & Lawrence Counties--Decatur City,119012,0.7817,1
1,700,1043,AL,Cullman AL,Cullman & Winston Counties,82471,0.776,1
1,700,1133,AL,Winston AL,Cullman & Winston Counties,23805,0.224,1
1,800,1009,AL,Blount AL,St. Clair & Blount Counties,57704,0.396,1
1,800,1115,AL,St. Clair AL,St. Clair & Blount Counties,88019,0.604,1
1,900,1055,AL,Etowah AL,Etowah County,102564,1,1
1,1000,1019,AL,Cherokee AL,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties",25725,0.164,1
1,1000,1027,AL,Clay AL,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties",13492,0.086,1
1,1000,1029,AL,Cleburne AL,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties",14924,0.0951,1
1,1000,1111,AL,Randolph AL,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties",22652,0.1444,1
1,1000,1121,AL,Talladega AL,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties",80103,0.5105,1
1,1100,1015,AL,Calhoun AL,Calhoun County,114611,1,1
1,1200,1117,AL,Shelby AL,Shelby County,210622,1,1
1,1301,1073,AL,Jefferson AL,Birmingham City (West),100994.5555,1,0.1531
1,1302,1073,AL,Jefferson AL,Birmingham City (East),102261.5823,1,0.1551
1,1303,1073,AL,Jefferson AL,"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",170417.6078,1,0.2584
1,1304,1073,AL,Jefferson AL,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",174952.8626,1,0.2653
1,1305,1073,AL,Jefferson AL,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",110894.3917,1,0.1681
1,1400,1057,AL,Fayette AL,"Walker, Marion (South & West), Fayette & Lamar Counties",16546,0.1405,1
1,1400,1075,AL,Lamar AL,"Walker, Marion (South & West), Fayette & Lamar Counties",13918,0.1182,1
1,1400,1093,AL,Marion AL,"Walker, Marion (South & West), Fayette & Lamar Counties",22342.5447,0.1897,0.7448
1,1400,1127,AL,Walker AL,"Walker, Marion (South & West), Fayette & Lamar Counties",64967,0.5516,1
1,1500,1107,AL,Pickens AL,Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West),20324,0.186,1
1,1500,1125,AL,Tuscaloosa AL,Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West),88967.8857,0.814,0.4317
1,1600,1125,AL,Tuscaloosa AL,Tuscaloosa & Northport (Southeast) Cities,117134.1143,1,0.5683
1,1700,1007,AL,Bibb AL,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",22643,0.1765,1
1,1700,1047,AL,Dallas AL,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",40008,0.3118,1
1,1700,1063,AL,Greene AL,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",8422,0.0656,1
1,1700,1065,AL,Hale AL,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",14952,0.1165,1
1,1700,1091,AL,Marengo AL,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",19673,0.1533,1
1,1700,1105,AL,Perry AL,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",9574,0.0746,1
1,1700,1119,AL,Sumter AL,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",13040,0.1016,1
1,1800,1017,AL,Chambers AL,"Chilton, Tallapoosa, Chambers & Coosa Counties",33843,0.2622,1
1,1800,1021,AL,Chilton AL,"Chilton, Tallapoosa, Chambers & Coosa Counties",43941,0.3404,1
1,1800,1037,AL,Coosa AL,"Chilton, Tallapoosa, Chambers & Coosa Counties",10581,0.082,1
1,1800,1123,AL,Tallapoosa AL,"Chilton, Tallapoosa, Chambers & Coosa Counties",40727,0.3155,1
1,1900,1081,AL,Lee AL,Lee County--Auburn City,158991,1,1
1,2000,1101,AL,Montgomery AL,Montgomery City & Pike Road Town (North),193951.3974,1,0.8569
1,2100,1001,AL,Autauga AL,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties",55416,0.3079,1
1,2100,1051,AL,Elmore AL,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties",81799,0.4545,1
1,2100,1085,AL,Lowndes AL,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties",10358,0.0576,1
1,2100,1101,AL,Montgomery AL,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties",32397.6026,0.18,0.1431
1,2200,1023,AL,Choctaw AL,Southwest Alabama,12993,0.095,1
1,2200,1025,AL,Clarke AL,Southwest Alabama,24392,0.1783,1
1,2200,1035,AL,Conecuh AL,Southwest Alabama,12395,0.0906,1
1,2200,1053,AL,Escambia AL,Southwest Alabama,37728,0.2758,1
1,2200,1099,AL,Monroe AL,Southwest Alabama,21530,0.1574,1
1,2200,1129,AL,Washington AL,Southwest Alabama,16756,0.1225,1
1,2200,1131,AL,Wilcox AL,Southwest Alabama,10986,0.0803,1
1,2300,1013,AL,Butler AL,"Coffee, Covington, Butler & Crenshaw Counties",19998,0.1631,1
1,2300,1031,AL,Coffee AL,"Coffee, Covington, Butler & Crenshaw Counties",51226,0.4178,1
1,2300,1039,AL,Covington AL,"Coffee, Covington, Butler & Crenshaw Counties",37458,0.3055,1
1,2300,1041,AL,Crenshaw AL,"Coffee, Covington, Butler & Crenshaw Counties",13913,0.1135,1
1,2400,1005,AL,Barbour AL,"Russell, Pike, Barbour, Macon & Bullock Counties",25965,0.1769,1
1,2400,1011,AL,Bullock AL,"Russell, Pike, Barbour, Macon & Bullock Counties",10362,0.0706,1
1,2400,1087,AL,Macon AL,"Russell, Pike, Barbour, Macon & Bullock Counties",18963,0.1292,1
1,2400,1109,AL,Pike AL,"Russell, Pike, Barbour, Macon & Bullock Counties",33286,0.2268,1
1,2400,1113,AL,Russell AL,"Russell, Pike, Barbour, Macon & Bullock Counties",58172,0.3964,1
1,2500,1045,AL,Dale AL,"Houston, Dale, Geneva & Henry Counties--Dothan City",49226,0.2498,1
1,2500,1061,AL,Geneva AL,"Houston, Dale, Geneva & Henry Counties--Dothan City",26614,0.1351,1
1,2500,1067,AL,Henry AL,"Houston, Dale, Geneva & Henry Counties--Dothan City",17164,0.0871,1
1,2500,1069,AL,Houston AL,"Houston, Dale, Geneva & Henry Counties--Dothan City",104056,0.528,1
1,2600,1003,AL,Baldwin AL,Baldwin County,208563,1,1
1,2701,1097,AL,Mobile AL,Mobile City (East),111259.5632,1,0.2682
1,2702,1097,AL,Mobile AL,Mobile City (West),107764.0251,1,0.2598
1,2703,1097,AL,Mobile AL,"Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City",195812.4116,1,0.472
2,101,2020,AK,Anchorage Borough AK,Anchorage Municipality (North),135433.3201,1,0.4542
2,102,2020,AK,Anchorage Borough AK,Anchorage Municipality (South),162758.6799,1,0.5458
2,200,2122,AK,Kenai Peninsula Borough AK,Matanuska-Susitna & Kenai Peninsula Boroughs,58506,0.3592,1
2,200,2170,AK,Matanuska-Susitna Borough AK,Matanuska-Susitna & Kenai Peninsula Boroughs,104365,0.6408,1
2,300,2068,AK,Denali Borough AK,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",1953,0.0116,1
2,300,2090,AK,Fairbanks North Star Borough AK,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",100605,0.5968,1
2,300,2100,AK,Haines Borough AK,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",2496,0.0148,1
2,300,2110,AK,Juneau Borough AK,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",32468,0.1926,1
2,300,2130,AK,Ketchikan Gateway Borough AK,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",13746,0.0815,1
2,300,2230,AK,Skagway Municipality,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",1088,0.0065,1
2,300,2240,AK,Southeast Fairbanks Census Area AK,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",6876,0.0408,1
2,300,2261,AK,Valdez-Cordova Census Area AK,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",9355,0.0555,1
2,400,2013,AK,Aleutians East Borough AK,Subsistence Alaska,3296,0.0294,1
2,400,2016,AK,Aleutians West Census Area AK,Subsistence Alaska,5647,0.0503,1
2,400,2050,AK,Bethel Census Area AK,Subsistence Alaska,17968,0.1601,1
2,400,2060,AK,Bristol Bay Borough AK,Subsistence Alaska,898,0.008,1
2,400,2070,AK,Dillingham Census Area AK,Subsistence Alaska,4954,0.0441,1
2,400,2105,AK,Hoonah-Angoon Census Area,Subsistence Alaska,2078,0.0185,1
2,400,2150,AK,Kodiak Island Borough AK,Subsistence Alaska,13732,0.1223,1
2,400,2158,AK,Kusilvak Census Area (N),Subsistence Alaska,8048.261,0.0717,1
2,400,2164,AK,Lake and Peninsula Borough AK,Subsistence Alaska,1562,0.0139,1
2,400,2180,AK,Nome Census Area AK,Subsistence Alaska,9917,0.0884,1
2,400,2185,AK,North Slope Borough AK,Subsistence Alaska,9606,0.0856,1
2,400,2188,AK,Northwest Arctic Borough AK,Subsistence Alaska,7673,0.0684,1
2,400,2195,AK,Petersburg Census Area,Subsistence Alaska,3149,0.0281,1
2,400,2198,AK,Prince of Wales-Hyder Census Area,Subsistence Alaska,6347,0.0565,1
2,400,2220,AK,Sitka Borough AK,Subsistence Alaska,8830,0.0787,1
2,400,2275,AK,Wrangell City and Borough,Subsistence Alaska,2411,0.0215,1
2,400,2282,AK,Yakutat Borough,Subsistence Alaska,601,0.0054,1
2,400,2290,AK,Yukon-Koyukuk Census Area AK,Subsistence Alaska,5526,0.0492,1
4,100,4013,AZ,Maricopa AZ,Maricopa County--Gilbert (South) & Queen Creek Towns,123698.9684,1,0.0292
4,101,4013,AZ,Maricopa AZ,Maricopa County--Mesa City (East),162627.3004,1,0.0383
4,102,4013,AZ,Maricopa AZ,Maricopa County--Mesa City (North Central),145741.4236,1,0.0343
4,103,4013,AZ,Maricopa AZ,Maricopa County--Mesa City (West),117927.6912,1,0.0278
4,104,4013,AZ,Maricopa AZ,Maricopa County--Mesa City (South Central),111411.6613,1,0.0263
4,105,4013,AZ,Maricopa AZ,Maricopa County--Gilbert Town (North),150416.6917,1,0.0355
4,106,4013,AZ,Maricopa AZ,Maricopa County--Chandler City (Northeast),126759.1237,1,0.0299
4,107,4013,AZ,Maricopa AZ,Maricopa County--Chandler City (South),111635.0871,1,0.0263
4,108,4013,AZ,Maricopa AZ,Maricopa County--Tempe (South) & Chandler (Northwest) Cities,112322.038,1,0.0265
4,109,4013,AZ,Maricopa AZ,Maricopa County--Tempe City (North),113546.9894,1,0.0268
4,110,4013,AZ,Maricopa AZ,Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town,130007.1345,1,0.0306
4,111,4013,AZ,Maricopa AZ,Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town,116578.2438,1,0.0275
4,112,4013,AZ,Maricopa AZ,"Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek",117246.2981,1,0.0276
4,113,4013,AZ,Maricopa AZ,Phoenix City (Northeast),113590.3407,1,0.0268
4,114,4013,AZ,Maricopa AZ,Phoenix City (Northeast Central),115202.1188,1,0.0272
4,115,4013,AZ,Maricopa AZ,Phoenix City (Northwest Central),113110.142,1,0.0267
4,116,4013,AZ,Maricopa AZ,Phoenix City (Uptown),111392.7646,1,0.0263
4,117,4013,AZ,Maricopa AZ,Phoenix City (East),111650.6491,1,0.0263
4,118,4013,AZ,Maricopa AZ,Phoenix City--Downtown & Sky Harbor International Airport,120843.3422,1,0.0285
4,119,4013,AZ,Maricopa AZ,Phoenix City (South),117286.3146,1,0.0276
4,120,4013,AZ,Maricopa AZ,Phoenix City--Ahwatukee & South Mountain,111359.4174,1,0.0262
4,121,4013,AZ,Maricopa AZ,Phoenix (Southwest) & Tolleson Cities,137551.3676,1,0.0324
4,122,4013,AZ,Maricopa AZ,Phoenix City--Maryvale (East),115966.8797,1,0.0273
4,123,4013,AZ,Maricopa AZ,Phoenix City--Maryvale (West),120498.7552,1,0.0284
4,124,4013,AZ,Maricopa AZ,Maricopa County--Glendale City (South),111565.0581,1,0.0263
4,125,4013,AZ,Maricopa AZ,Phoenix City (West),113304.6669,1,0.0267
4,126,4013,AZ,Maricopa AZ,Maricopa County--Glendale City (North),135434.9362,1,0.0319
4,127,4013,AZ,Maricopa AZ,Maricopa County--Peoria City (South & Central),126104.4083,1,0.0297
4,128,4013,AZ,Maricopa AZ,Phoenix City (North),114564.077,1,0.027
4,129,4013,AZ,Maricopa AZ,Phoenix (Far North) & Peoria (Northwest) Cities,117624.2323,1,0.0277
4,130,4013,AZ,Maricopa AZ,Maricopa County--El Mirage City & Sun City,129189.0181,1,0.0304
4,131,4013,AZ,Maricopa AZ,Maricopa County--Surprise City (Central),115092.0733,1,0.0271
4,132,4013,AZ,Maricopa AZ,"Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities",114014.9608,1,0.0269
4,133,4013,AZ,Maricopa AZ,Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities,115591.1687,1,0.0272
4,134,4013,AZ,Maricopa AZ,Maricopa County (West) & Gila River Indian Community (Northwest),122141.6573,1,0.0288
4,201,4019,AZ,Pima AZ,Pima County (West),104881.6424,1,0.1032
4,202,4019,AZ,Pima AZ,Tucson (West) & Marana Cities,119549.4394,1,0.1176
4,203,4019,AZ,Pima AZ,Pima County (North Central)--Oro Valley Town,113475.6093,1,0.1117
4,204,4019,AZ,Pima AZ,Pima County (Northeast),108263.2492,1,0.1065
4,205,4019,AZ,Pima AZ,Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town,126768.7862,1,0.1247
4,206,4019,AZ,Pima AZ,Tucson City (Northeast),105904.8324,1,0.1042
4,207,4019,AZ,Pima AZ,Tucson City (Northwest),105664.3258,1,0.104
4,208,4019,AZ,Pima AZ,Tucson City (South),112025.3126,1,0.1102
4,209,4019,AZ,Pima AZ,Tucson City (Southeast),119672.8027,1,0.1178
4,300,4001,AZ,Apache AZ,Navajo & Apache Counties,73112,0.3992,1
4,300,4017,AZ,Navajo AZ,Navajo & Apache Counties,110026,0.6008,1
4,400,4005,AZ,Coconino AZ,Coconino County--Flagstaff City,140908,1,1
4,500,4025,AZ,Yavapai AZ,Yavapai County,225562,1,1
4,600,4012,AZ,La Paz AZ,Mohave & La Paz Counties--Lake Havasu City,20317,0.0901,1
4,600,4015,AZ,Mohave AZ,Mohave & La Paz Counties--Lake Havasu City,205249,0.9099,1
4,700,4027,AZ,Yuma AZ,Yuma County--Yuma City,205631,1,1
4,800,4007,AZ,Gila AZ,"Gila, Graham, Greenlee & Pinal (East) Counties",53556,0.4745,1
4,800,4009,AZ,Graham AZ,"Gila, Graham, Greenlee & Pinal (East) Counties",37599,0.3331,1
4,800,4011,AZ,Greenlee AZ,"Gila, Graham, Greenlee & Pinal (East) Counties",9613,0.0852,1
4,800,4021,AZ,Pinal AZ,"Gila, Graham, Greenlee & Pinal (East) Counties",12096.0811,0.1072,0.0289
4,803,4021,AZ,Pinal AZ,Pinal County (North)--Apache Junction City,137570.0894,1,0.3287
4,805,4021,AZ,Pinal AZ,"Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",127136.9409,1,0.3038
4,807,4021,AZ,Pinal AZ,"Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities",141736.8886,1,0.3386
4,900,4003,AZ,Cochise AZ,Cochise & Santa Cruz Counties--Sierra Vista City,125770,0.7323,1
4,900,4023,AZ,Santa Cruz AZ,Cochise & Santa Cruz Counties--Sierra Vista City,45985,0.2677,1
5,100,5007,AR,Benton AR,Benton County,258291,1,1
5,200,5143,AR,Washington AR,Washington County,228049,1,1
5,300,5005,AR,Baxter AR,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",41062,0.2661,1
5,300,5009,AR,Boone AR,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",37304,0.2417,1
5,300,5015,AR,Carroll AR,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",27646,0.1792,1
5,300,5087,AR,Madison AR,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",16072,0.1042,1
5,300,5089,AR,Marion AR,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",16325,0.1058,1
5,300,5101,AR,Newton AR,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",7936,0.0514,1
5,300,5129,AR,Searcy AR,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",7967,0.0516,1
5,400,5023,AR,Cleburne AR,"Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",25264,0.1881,1
5,400,5049,AR,Fulton AR,"Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",12123,0.0903,1
5,400,5063,AR,Independence AR,"Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",37168,0.2767,1
5,400,5065,AR,Izard AR,"Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",13433,0.1,1
5,400,5135,AR,Sharp AR,"Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",17157,0.1277,1
5,400,5137,AR,Stone AR,"Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",12539,0.0934,1
5,400,5141,AR,Van Buren AR,"Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",16628,0.1238,1
5,500,5021,AR,Clay AR,"Craighead (West), Greene, Randolph, Lawrence & Clay Counties",14920,0.079,1
5,500,5031,AR,Craighead AR,"Craighead (West), Greene, Randolph, Lawrence & Clay Counties",95176.1097,0.5039,0.8993
5,500,5055,AR,Greene AR,"Craighead (West), Greene, Randolph, Lawrence & Clay Counties",44598,0.2361,1
5,500,5075,AR,Lawrence AR,"Craighead (West), Greene, Randolph, Lawrence & Clay Counties",16735,0.0886,1
5,500,5121,AR,Randolph AR,"Craighead (West), Greene, Randolph, Lawrence & Clay Counties",17448,0.0924,1
5,600,5031,AR,Craighead AR,"Crittenden, Mississippi & Craighead (East) Counties",10658.8903,0.1038,0.1007
5,600,5035,AR,Crittenden AR,"Crittenden, Mississippi & Craighead (East) Counties",49235,0.4793,1
5,600,5093,AR,Mississippi AR,"Crittenden, Mississippi & Craighead (East) Counties",42835,0.417,1
5,700,5037,AR,Cross AR,"St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",17037,0.1659,1
5,700,5077,AR,Lee AR,"St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",9310,0.0906,1
5,700,5095,AR,Monroe AR,"St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",7169,0.0698,1
5,700,5107,AR,Phillips AR,"St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",18975,0.1847,1
5,700,5111,AR,Poinsett AR,"St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",24023,0.2339,1
5,700,5123,AR,St. Francis AR,"St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",26196,0.255,1
5,800,5067,AR,Jackson AR,"White, Jackson, Prairie & Woodruff Counties",17221,0.1546,1
5,800,5117,AR,Prairie AR,"White, Jackson, Prairie & Woodruff Counties",8251,0.0741,1
5,800,5145,AR,White AR,"White, Jackson, Prairie & Woodruff Counties",79263,0.7117,1
5,800,5147,AR,Woodruff AR,"White, Jackson, Prairie & Woodruff Counties",6641,0.0596,1
5,900,5119,AR,Pulaski AR,"Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities",203151.2888,1,0.5166
5,1000,5119,AR,Pulaski AR,Pulaski County (Central)--Little Rock City,190098.7112,1,0.4834
5,1100,5045,AR,Faulkner AR,Faulkner & Lonoke Counties,122227,0.6286,1
5,1100,5085,AR,Lonoke AR,Faulkner & Lonoke Counties,72228,0.3714,1
5,1200,5125,AR,Saline AR,Saline County,118703,1,1
5,1300,5029,AR,Conway AR,"Pope, Johnson, Yell, Conway & Perry Counties",20937,0.1468,1
5,1300,5071,AR,Johnson AR,"Pope, Johnson, Yell, Conway & Perry Counties",26176,0.1836,1
5,1300,5105,AR,Perry AR,"Pope, Johnson, Yell, Conway & Perry Counties",10132,0.0711,1
5,1300,5115,AR,Pope AR,"Pope, Johnson, Yell, Conway & Perry Counties",63779,0.4473,1
5,1300,5149,AR,Yell AR,"Pope, Johnson, Yell, Conway & Perry Counties",21552,0.1512,1
5,1400,5033,AR,Crawford AR,Sebastian & Crawford Counties,62267,0.3276,1
5,1400,5131,AR,Sebastian AR,Sebastian & Crawford Counties,127793,0.6724,1
5,1500,5047,AR,Franklin AR,"Logan, Polk, Franklin, Sevier, Howard & Scott Counties",17626,0.176,1
5,1500,5061,AR,Howard AR,"Logan, Polk, Franklin, Sevier, Howard & Scott Counties",13377,0.1336,1
5,1500,5083,AR,Logan AR,"Logan, Polk, Franklin, Sevier, Howard & Scott Counties",21792,0.2176,1
5,1500,5113,AR,Polk AR,"Logan, Polk, Franklin, Sevier, Howard & Scott Counties",20173,0.2014,1
5,1500,5127,AR,Scott AR,"Logan, Polk, Franklin, Sevier, Howard & Scott Counties",10277,0.1026,1
5,1500,5133,AR,Sevier AR,"Logan, Polk, Franklin, Sevier, Howard & Scott Counties",16910,0.1688,1
5,1600,5019,AR,Clark AR,"Garland, Hot Spring, Clark & Montgomery Counties",22657,0.1395,1
5,1600,5051,AR,Garland AR,"Garland, Hot Spring, Clark & Montgomery Counties",97477,0.6003,1
5,1600,5059,AR,Hot Spring AR,"Garland, Hot Spring, Clark & Montgomery Counties",33374,0.2055,1
5,1600,5097,AR,Montgomery AR,"Garland, Hot Spring, Clark & Montgomery Counties",8879,0.0547,1
5,1700,5001,AR,Arkansas AR,"Jefferson, Grant & Arkansas (Northwest) Counties",10956.7471,0.1106,0.6016
5,1700,5053,AR,Grant AR,"Jefferson, Grant & Arkansas (Northwest) Counties",18082,0.1825,1
5,1700,5069,AR,Jefferson AR,"Jefferson, Grant & Arkansas (Northwest) Counties",70016,0.7068,1
5,1800,5001,AR,Arkansas AR,Southeast Arkansas,7257.2529,0.071,0.3984
5,1800,5003,AR,Ashley AR,Southeast Arkansas,20492,0.2006,1
5,1800,5011,AR,Bradley AR,Southeast Arkansas,10996,0.1076,1
5,1800,5017,AR,Chicot AR,Southeast Arkansas,10945,0.1071,1
5,1800,5025,AR,Cleveland AR,Southeast Arkansas,8241,0.0807,1
5,1800,5041,AR,Desha AR,Southeast Arkansas,11876,0.1162,1
5,1800,5043,AR,Drew AR,Southeast Arkansas,18651,0.1826,1
5,1800,5079,AR,Lincoln AR,Southeast Arkansas,13705,0.1341,1
5,1900,5013,AR,Calhoun AR,South Central Arkansas,5144,0.0512,1
5,1900,5027,AR,Columbia AR,South Central Arkansas,23901,0.2378,1
5,1900,5039,AR,Dallas AR,South Central Arkansas,7469,0.0743,1
5,1900,5103,AR,Ouachita AR,South Central Arkansas,24098,0.2398,1
5,1900,5139,AR,Union AR,South Central Arkansas,39887,0.3969,1
5,2000,5057,AR,Hempstead AR,Southwest Arkansas,21974,0.2107,1
5,2000,5073,AR,Lafayette AR,Southwest Arkansas,6847,0.0657,1
5,2000,5081,AR,Little River AR,Southwest Arkansas,12451,0.1194,1
5,2000,5091,AR,Miller AR,Southwest Arkansas,43787,0.4199,1
5,2000,5099,AR,Nevada AR,Southwest Arkansas,8398,0.0805,1
5,2000,5109,AR,Pike AR,Southwest Arkansas,10832,0.1039,1
6,101,6001,CA,Alameda CA,Alameda County (North)--Berkeley & Albany Cities,143050.6848,1,0.0868
6,102,6001,CA,Alameda CA,Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities,172477.1071,1,0.1047
6,103,6001,CA,Alameda CA,Alameda County (Northeast)--Oakland (East) & Piedmont Cities,136624.7013,1,0.0829
6,104,6001,CA,Alameda CA,Alameda County (North Central)--Oakland City (South Central),135947.191,1,0.0825
6,105,6001,CA,Alameda CA,"Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities",178415.4141,1,0.1083
6,106,6001,CA,Alameda CA,"Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland",147014.2838,1,0.0892
6,107,6001,CA,Alameda CA,Alameda County (Central)--Hayward City,158909.4448,1,0.0964
6,108,6001,CA,Alameda CA,"Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities",147723.4331,1,0.0897
6,109,6001,CA,Alameda CA,Alameda County (South Central)--Fremont City (East),207032.3153,1,0.1256
6,110,6001,CA,Alameda CA,"Alameda County (East)--Livermore, Pleasanton & Dublin Cities",220509.4247,1,0.1338
6,300,6003,CA,Alpine CA,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1071,0.0057,1
6,300,6005,CA,Amador CA,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",37383,0.1999,1
6,300,6009,CA,Calaveras CA,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",45171,0.2416,1
6,300,6027,CA,Inyo CA,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",18144,0.097,1
6,300,6043,CA,Mariposa CA,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",17410,0.0931,1
6,300,6051,CA,Mono CA,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",13981,0.0748,1
6,300,6109,CA,Tuolumne CA,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",53804,0.2878,1
6,701,6007,CA,Butte CA,Butte County (Northwest)--Chico City,114864.3368,1,0.5063
6,702,6007,CA,Butte CA,Butte County (Southeast)--Oroville City & Paradise Town,111999.6632,1,0.4937
6,1100,6011,CA,Colusa CA,"Colusa, Glenn, Tehama & Trinity Counties",21588,0.1717,1
