24,AS,AS240260286,Gentle Harbor Transition Home,2677 Howard Rd,,Petoskey,MI,49770,2313475444,6,20200617,20220616,REGULAR,N,Y,Y,N,N,N,Y,Y,N,N,North Country CMH,NO,1420 Plaza Drive,,Petoskey,MI,49770,2313479605,ACTIVE
81,AL,AL810007460,Saint Joseph Hall,16195 Old US-12,,Chelsea,MI,48118,7344758430,20,20200405,20220404,REGULAR,N,Y,N,N,N,N,Y,N,N,N,St. Louis Center for Exceptional Children & Adults,NO,16195 Old US-12,,Chelsea,MI,48118,7344758430,ACTIVE
81,AS,AS810405903,Jerry and Alice D'Adamo House,Suite 20,16195 Old US 12,Chelsea,MI,48118,7344758430,6,20210128,20210727,TEMPORARY,N,Y,N,N,N,N,N,N,N,N,St. Louis Center for Exceptional Children & Adults,YES,16195 Old US-12,,Chelsea,MI,48118,7344758430,ACTIVE
41,AS,AS410011582,Homewards North,"4122 Kalamazoo Avenue, SE",,Grand Rapids,MI,495083605,6164867280,6,20200516,20220515,REGULAR,Y,Y,N,N,Y,N,N,N,N,N,Spectrum Health Worth Residential Services,NO,4118 Kalamazoo Ave.,,Grand Rapids,MI,49508,6164867015,ACTIVE
79,AS,AS790300778,Gun Club Home,1345 Gun Club Road,,Caro,MI,48723,9896721031,5,20191215,20211214,REGULAR,N,Y,Y,N,N,N,Y,Y,N,N,Tuscola Behavioral Health System,NO,323 N. State St.,PO Box 239,Caro,MI,48723,9896736191,ACTIVE
18,AL,AL180079112,McBride Main Street Living,360 E Main,,Farwell,MI,48622,9895883520,14,20201221,20221220,REGULAR,Y,Y,Y,N,N,N,Y,Y,N,N,"McBride Quality Care Services, Inc.",NO,3070 Jen's Way,,Mt. Pleasant,MI,48858,9897721261,ACTIVE
37,AS,AS370088136,McBride Harmony House,"1407 Elm Street, Unit B",,Mount Pleasant,MI,48858,9897730628,6,20200601,20220531,REGULAR,N,Y,Y,N,N,N,Y,Y,N,N,"McBride Quality Care Services, Inc.",NO,3070 Jen's Way,,Mt. Pleasant,MI,48858,9897721261,ACTIVE
56,AS,AS560311053,Jefferson St. AFC,2720 Jefferson Ave.,,Midland,MI,48640,9894868333,4,20191101,20211031,REGULAR,Y,Y,Y,N,N,N,Y,Y,N,N,"McBride Quality Care Services, Inc.",NO,3070 Jen's Way,,Mt. Pleasant,MI,48858,9897721261,ACTIVE
58,AS,AS580014763,North Monroe AFC,930 N Monroe,,Monroe,MI,48161,7344573259,4,20200816,20220815,REGULAR,N,Y,N,N,N,N,Y,N,N,N,Samaritas,NO,8131 East Jefferson Avenu,,Detroit,MI,482142691,9898323432,ACTIVE
58,AS,AS580015100,Ninth Clf,930 Ninth Street,,Monroe,MI,48161,7344573467,4,20200827,20220826,REGULAR,Y,Y,N,N,N,N,Y,N,N,N,Samaritas,NO,8131 East Jefferson Avenu,,Detroit,MI,482142691,9898323432,ACTIVE
61,AS,AS610016310,Hansen Safe,1635 Hansen Street,,North Muskegon,MI,494451237,2317448213,4,20191030,20211029,REGULAR,N,Y,N,N,N,N,Y,N,N,N,Samaritas,NO,8131 East Jefferson Avenu,,Detroit,MI,482142691,9898323432,ACTIVE
30,AM,AM300083877,Summit House,425 Summit St.,,Hillsdale,MI,49242,5174370679,9,20200328,20220327,REGULAR,N,Y,N,N,N,N,N,N,N,N,The Manor,NO,PO Box 98,,Jonesville,MI,49250,5178492151,ACTIVE
41,AM,AM410272020,Nana's House,"5721 Christy Avenue, SE",,Kentwood,MI,495086236,6168271377,12,20200429,20220428,REGULAR,Y,Y,Y,Y,N,N,Y,Y,N,N,Merle D. Haines,YES,5721 Christie Avenue,,Kentwood,MI,49508,6168271377,ACTIVE
50,AF,AF500286756,White-CTH,21180 Gentner,,Warren,MI,48089,5867749559,2,20200609,20220608,REGULAR,Y,Y,N,N,N,N,Y,N,N,N,Brenda White,NO,21180 Gentner,,Warren,MI,48089,8107749559,ACTIVE
63,AF,AF630286663,Carol Pitcher Home,315 Tower,,White Lake,MI,48386,2486982935,1,20190819,20210818,REGULAR,Y,Y,N,N,N,N,Y,N,N,N,Carol Pitcher,NO,315 Tower,,White Lake,MI,48386,2486982935,ACTIVE
81,AM,AM810298263,Memory Support Center @ Brecon Village #2,101 Brecon Drive,,Saline,MI,48176,7342959811,12,20200405,20220404,REGULAR,N,N,N,N,N,Y,N,N,N,N,Evangelical Homes of Michigan,NO,18000 Coyle,,Detroit,MI,48235,7342959811,ACTIVE
47,AL,AL470260177,Sanctuary at Woodland #1,lst Floor,7533 Grand River,Brighton,MI,48114,8108447477,20,20200310,20220309,REGULAR,Y,N,N,Y,N,N,N,N,N,N,Trinity Continuing Care Services,NO,Suite 200,17410 College Parkway,Livonia,MI,48152,3015571401,ACTIVE
81,AL,AL810261123,St. Joseph's Village #2,2nd Floor,5341 McAuley Dr.,Ypsilanti,MI,48197,7347121600,19,20191010,20211009,REGULAR,Y,N,N,Y,N,N,N,N,N,N,Trinity Continuing Care Services,YES,Suite 200,17410 College Parkway,Livonia,MI,48152,3015571401,ACTIVE
81,AH,AH810236789,The Manor at Glacier Hills Home for the Aged,1200 Earhart,,Ann Arbor,MI,48105,7347696410,331,20200224,20210223,REGULAR,N,N,N,Y,N,N,N,N,N,N,Glacier Hills Inc.,YES,1200 Earhart Rd.,,Ann Arbor,MI,48105,7347696410,ACTIVE
63,AH,AH630236844,Sanctuary at Bellbrook,873 W Avon Rd.,,Rochester Hills,MI,48307,2486563239,54,20210306,20220305,REGULAR,N,N,N,Y,N,N,N,N,N,N,Mercy Services for Aging,NO,873 W Avon Rd.,,Rochester Hills,MI,48307,2486566300,ACTIVE
50,AH,AH500236755,Beechwood Manor Inc.,24600 Greater Mack,,St. Clair Shores,MI,48080,5867735950,98,20210523,20220522,REGULAR,N,N,N,Y,N,Y,N,N,N,N,Beechwood Manor Inc.,NO,24600 Greater Mack,,St. Clair Shores,MI,48080,2488791994,ACTIVE
70,AH,AH700236766,Christian Haven Home,704 Pennoyer,,Grand Haven,MI,49417,6168420170,60,20210428,20220427,REGULAR,N,N,N,Y,N,N,N,N,N,N,Christian Haven Inc.,NO,704 Pennoyer Ave.,,Grand Haven,MI,49417,6168420170,ACTIVE
9,AS,AS090391943,Birchwood,3336 Wilder Rd,,Bay City,MI,48706,9896710866,6,20210313,20230312,REGULAR,N,N,N,N,Y,N,N,N,N,N,Riversbend Rehabilitation Inc,NO,3707 Katalin Ct.,,Bay City,MI,48706,9892847267,ACTIVE
80,AF,AF800244794,Serenity AFC,67223 M 43,,South Haven,MI,49090,2697673359,5,20201103,20221102,REGULAR,N,Y,N,Y,N,N,Y,N,N,N,Sharon Wilson,NO,67223 M 43,,South Haven,MI,490900000,2696391441,ACTIVE
82,AS,AS820077160,Family Tyes III,7640 Dexter,,Detroit,MI,48206,3138950906,6,20201113,20221112,REGULAR,N,Y,Y,N,N,N,Y,Y,N,N,Family Tyes Inc,NO,6795 Glenway Drive,,West Bloomfield,MI,48322,3137904032,ACTIVE
39,AM,AM390076322,Mohney 1 AFC,616 Walnut St,,Kalamazoo,MI,49007,2693434433,12,20200904,20220903,REGULAR,N,Y,Y,Y,N,N,N,N,N,N,Mohney 1 and 2 AFC Corp.,NO,1025 W Kalamazoo Ave,,Kalamazoo,MI,490070000,2693821448,ACTIVE
82,AS,AS820311284,Woodruff Home,21886 Woodruff,,Rockwood,MI,48134,7342364791,6,20190802,20210801,REGULAR,Y,Y,N,Y,N,N,Y,N,N,N,O & B Community Homes Inc,NO,2819 Birchwood,,Trenton,MI,481830000,7346921410,ACTIVE
50,AF,AF500071281,Shannon AFC,27 Michigan,,Mt Clemens,MI,48043,5864654996,3,20191127,20211126,REGULAR,N,Y,N,N,N,N,N,N,N,N,Ruby and George Shannon,NO,27 Michigan,,Mt Clemens,MI,480430000,5864654996,ACTIVE
39,AL,AL390381477,Beacon Pointe Memory Care,732 E. Centre Street,,Portage,MI,49002,2697751430,20,20200830,20220829,REGULAR,N,N,N,Y,N,Y,N,N,N,N,"Dockerty Health Care Services, Inc.",NO,8850 Red Arrow Hwy.,,Bridgman,MI,49106,2694657600,ACTIVE
24,AM,AM240072650,Maveric Manor,1410 N. Mackinaw Trail,,Pellston,MI,49769,2315398351,12,20210316,20230315,REGULAR,N,Y,Y,Y,N,N,N,N,N,N,Maveric Manor Inc,YES,1410 Hwy. 31 N,,Pellston,MI,49769,2315398351,ACTIVE
82,AS,AS820304672,Brighter Day,16310 East 8 Mile Road,,Detroit,MI,48205,3139245514,6,20170927,20190926,REGULAR,Y,Y,N,N,N,N,Y,N,N,N,Inner Peace Adult Foster Care Home Inc,NO,20401 Van Antwerp,,Harper Woods,MI,482250000,3132156874,ACTIVE
81,AS,AS810074120,Maple House,3439 Maple Drive,,Ypsilanti,MI,48197,7345289215,4,20191126,20211125,REGULAR,Y,N,N,N,Y,N,N,N,N,N,Rainbow Rehabilitation Centers,NO,Suite 160,17187 N. Laurel Park Dr.,Livonia,MI,48152,7344821200,ACTIVE
81,AS,AS810084927,Carpenter House,6180 Carpenter Road,,Ypsilanti,MI,48197,7345281798,6,20200114,20220113,REGULAR,N,N,N,N,Y,N,N,N,N,N,Rainbow Rehabilitation Centers,NO,Suite 160,17187 N. Laurel Park Dr.,Livonia,MI,48152,7344821200,ACTIVE
