County,State,FIPS Code,Formatted FIPS,"Estimated percent of all people who were White, between 2015-201"
Perry,IN,18123,18123,94.71
Pike,IN,18125,18125,96.78
Porter,IN,18127,18127,91
Posey,IN,18129,18129,96.24
Pulaski,IN,18131,18131,95.07
Putnam,IN,18133,18133,93.21
Randolph,IN,18135,18135,94.93
Ripley,IN,18137,18137,97.26
Rush,IN,18139,18139,97.19
St. Joseph,IN,18141,18141,77.88
Scott,IN,18143,18143,97.53
Shelby,IN,18145,18145,94.76
Spencer,IN,18147,18147,97.35
Starke,IN,18149,18149,97.17
Steuben,IN,18151,18151,96.46
Sullivan,IN,18153,18153,92.88
Switzerland,IN,18155,18155,96.46
Tippecanoe,IN,18157,18157,81.48
Tipton,IN,18159,18159,96.2
Union,IN,18161,18161,96.98
Vanderburgh,IN,18163,18163,85.01
Vermillion,IN,18165,18165,97.21
Vigo,IN,18167,18167,87.11
Wabash,IN,18169,18169,95.58
Warren,IN,18171,18171,97.58
Warrick,IN,18173,18173,93.71
Washington,IN,18175,18175,98
Wayne,IN,18177,18177,89.8
Wells,IN,18179,18179,95.74
White,IN,18181,18181,90.91
Whitley,IN,18183,18183,96.85
Adair,IA,19001,19001,97.54
Adams,IA,19003,19003,98.64
Allamakee,IA,19005,19005,96.46
Appanoose,IA,19007,19007,96.96
Audubon,IA,19009,19009,96.95
Benton,IA,19011,19011,96.94
Black Hawk,IA,19013,19013,83.71
Boone,IA,19015,19015,95.74
Bremer,IA,19017,19017,96.1
Buchanan,IA,19019,19019,97.38
Buena Vista,IA,19021,19021,77.03
Butler,IA,19023,19023,97.5
Calhoun,IA,19025,19025,95.62
Carroll,IA,19027,19027,97.37
Cass,IA,19029,19029,96.98
Cedar,IA,19031,19031,97.46
Cerro Gordo,IA,19033,19033,94.06
Cherokee,IA,19035,19035,94.88
Chickasaw,IA,19037,19037,97.87
Clarke,IA,19039,19039,95.58
Clay,IA,19041,19041,95.28
Clayton,IA,19043,19043,97.44
Clinton,IA,19045,19045,93.63
Crawford,IA,19047,19047,85.82
Dallas,IA,19049,19049,90.57
Davis,IA,19051,19051,97.65
Decatur,IA,19053,19053,94.65
Delaware,IA,19055,19055,97.54
Des Moines,IA,19057,19057,90.14
Dickinson,IA,19059,19059,97.41
Dubuque,IA,19061,19061,92.58
Emmet,IA,19063,19063,94.61
Fayette,IA,19065,19065,95.39
Floyd,IA,19067,19067,93.96
Franklin,IA,19069,19069,95.15
Fremont,IA,19071,19071,95.22
Greene,IA,19073,19073,95.77
Grundy,IA,19075,19075,98.22
Guthrie,IA,19077,19077,96.74
Hamilton,IA,19079,19079,93.87
Hancock,IA,19081,19081,96.56
Hardin,IA,19083,19083,95.02
Harrison,IA,19085,19085,97.52
Henry,IA,19087,19087,91.64
Howard,IA,19089,19089,98.1
Humboldt,IA,19091,19091,97.34
Ida,IA,19093,19093,97.28
Iowa,IA,19095,19095,96.76
Jackson,IA,19097,19097,96.8
Jasper,IA,19099,19099,95.3
Jefferson,IA,19101,19101,83.23
Johnson,IA,19103,19103,81.71
Jones,IA,19105,19105,95.44
Keokuk,IA,19107,19107,97.49
Kossuth,IA,19109,19109,96.68
Lee,IA,19111,19111,93.65
Linn,IA,19113,19113,88.02
Louisa,IA,19115,19115,90.33
Lucas,IA,19117,19117,99.09
Lyon,IA,19119,19119,96.66
Madison,IA,19121,19121,97.03
Mahaska,IA,19123,19123,95.25
Marion,IA,19125,19125,95.78
Marshall,IA,19127,19127,85.83
Mills,IA,19129,19129,96.39
Mitchell,IA,19131,19131,97.41
Monona,IA,19133,19133,96.54
Monroe,IA,19135,19135,97.23
Montgomery,IA,19137,19137,94.59
Muscatine,IA,19139,19139,90.36
O'Brien,IA,19141,19141,95.77
Osceola,IA,19143,19143,94.46
Page,IA,19145,19145,93.75
Palo Alto,IA,19147,19147,95.8
Plymouth,IA,19149,19149,94.52
Pocahontas,IA,19151,19151,96.03
Polk,IA,19153,19153,84.02
Pottawattamie,IA,19155,19155,92.96
Poweshiek,IA,19157,19157,93.87
Ringgold,IA,19159,19159,95.91
Sac,IA,19161,19161,97.36
Scott,IA,19163,19163,85.62
Shelby,IA,19165,19165,96.91
Sioux,IA,19167,19167,94.55
Story,IA,19169,19169,86.06
Tama,IA,19171,19171,87.79
Taylor,IA,19173,19173,94.58
Union,IA,19175,19175,96.69
Van Buren,IA,19177,19177,97.34
Wapello,IA,19179,19179,87.33
Warren,IA,19181,19181,96.04
Washington,IA,19183,19183,95.22
Wayne,IA,19185,19185,97.22
Webster,IA,19187,19187,90.64
Winnebago,IA,19189,19189,94.86
Winneshiek,IA,19191,19191,96.7
Woodbury,IA,19193,19193,85.74
Worth,IA,19195,19195,96.49
Wright,IA,19197,19197,93.42
Allen,KS,20001,20001,93.05
Anderson,KS,20003,20003,96.71
Atchison,KS,20005,20005,89.56
Barber,KS,20007,20007,94.66
Barton,KS,20009,20009,93.93
Bourbon,KS,20011,20011,92.41
Brown,KS,20013,20013,85.34
Butler,KS,20015,20015,93
Chase,KS,20017,20017,94.77
Chautauqua,KS,20019,20019,88.41
Cherokee,KS,20021,20021,90.11
Cheyenne,KS,20023,20023,95.83
Clark,KS,20025,20025,94.62
Clay,KS,20027,20027,96.51
Cloud,KS,20029,20029,95.25
Coffey,KS,20031,20031,95.63
Comanche,KS,20033,20033,99.14
Cowley,KS,20035,20035,88
Crawford,KS,20037,20037,91.22
Decatur,KS,20039,20039,97.83
Dickinson,KS,20041,20041,94.82
Doniphan,KS,20043,20043,92.5
Douglas,KS,20045,20045,82.41
Edwards,KS,20047,20047,95.05
Elk,KS,20049,20049,93.82
Ellis,KS,20051,20051,93.08
Ellsworth,KS,20053,20053,90.63
Finney,KS,20055,20055,80.97
Ford,KS,20057,20057,89.32
Franklin,KS,20059,20059,93.38
Geary,KS,20061,20061,67.82
Gove,KS,20063,20063,95.76
Graham,KS,20065,20065,90.27
Grant,KS,20067,20067,88.35
Gray,KS,20069,20069,96.82
Greeley,KS,20071,20071,87.93
Greenwood,KS,20073,20073,95.08
Hamilton,KS,20075,20075,90.93
Harper,KS,20077,20077,95.75
Harvey,KS,20079,20079,93.11
Haskell,KS,20081,20081,86.14
Hodgeman,KS,20083,20083,95.63
Jackson,KS,20085,20085,86.33
Jefferson,KS,20087,20087,95.8
Jewell,KS,20089,20089,96.4
Johnson,KS,20091,20091,85.95
Kearny,KS,20093,20093,94.55
Kingman,KS,20095,20095,96.63
Kiowa,KS,20097,20097,93.85
Labette,KS,20099,20099,88.76
Lane,KS,20101,20101,96.8
Leavenworth,KS,20103,20103,82.47
Lincoln,KS,20105,20105,98.09
Linn,KS,20107,20107,95.73
Logan,KS,20109,20109,94.76
Lyon,KS,20111,20111,89.2
McPherson,KS,20113,20113,95.47
Marion,KS,20115,20115,95.62
Marshall,KS,20117,20117,96.73
Meade,KS,20119,20119,84.71
Miami,KS,20121,20121,95.5
Mitchell,KS,20123,20123,97.04
Montgomery,KS,20125,20125,84.24
Morris,KS,20127,20127,96.07
Morton,KS,20129,20129,91.9
Nemaha,KS,20131,20131,96.84
Neosho,KS,20133,20133,94.86
Ness,KS,20135,20135,93.32
Norton,KS,20137,20137,92.42
Osage,KS,20139,20139,95.95
Osborne,KS,20141,20141,96.18
Ottawa,KS,20143,20143,96.19
Pawnee,KS,20145,20145,89.62
Phillips,KS,20147,20147,96.69
Pottawatomie,KS,20149,20149,94.29
Pratt,KS,20151,20151,94.34
Rawlins,KS,20153,20153,92.41
Reno,KS,20155,20155,91.34
Republic,KS,20157,20157,97.45
Rice,KS,20159,20159,90.97
Riley,KS,20161,20161,82.31
Rooks,KS,20163,20163,96.18
Rush,KS,20165,20165,95.37
Russell,KS,20167,20167,94.52
Saline,KS,20169,20169,87.74
Scott,KS,20171,20171,94.24
Sedgwick,KS,20173,20173,77.91
Seward,KS,20175,20175,59.44
Shawnee,KS,20177,20177,82.44
Sheridan,KS,20179,20179,96.45
Sherman,KS,20181,20181,90.8
Smith,KS,20183,20183,96.47
Stafford,KS,20185,20185,94.76
Stanton,KS,20187,20187,97.12
Stevens,KS,20189,20189,86.38
Sumner,KS,20191,20191,93.99
Thomas,KS,20193,20193,93.83
Trego,KS,20195,20195,96.94
Wabaunsee,KS,20197,20197,94.89
Wallace,KS,20199,20199,94.03
Washington,KS,20201,20201,98.11
Wichita,KS,20203,20203,89.01
Wilson,KS,20205,20205,94.64
Woodson,KS,20207,20207,92.81
Wyandotte,KS,20209,20209,58.82
Adair,KY,21001,21001,94.89
Allen,KY,21003,21003,96.51
Anderson,KY,21005,21005,95.23
Ballard,KY,21007,21007,92.78
Barren,KY,21009,21009,92.77
Bath,KY,21011,21011,96.49
Bell,KY,21013,21013,95.3
Boone,KY,21015,21015,90.75
Bourbon,KY,21017,21017,90.38
Boyd,KY,21019,21019,94.06
Boyle,KY,21021,21021,87.51
Bracken,KY,21023,21023,96.89
Breathitt,KY,21025,21025,97.11
Breckinridge,KY,21027,21027,95.49
Bullitt,KY,21029,21029,95.86
Butler,KY,21031,21031,96.88
Caldwell,KY,21033,21033,93
Calloway,KY,21035,21035,91.45
Campbell,KY,21037,21037,93.66
Carlisle,KY,21039,21039,95.76
Carroll,KY,21041,21041,91.77
Carter,KY,21043,21043,97.97
Casey,KY,21045,21045,97.06
Christian,KY,21047,21047,71.25
Clark,KY,21049,21049,92.57
Clay,KY,21051,21051,93.55
Clinton,KY,21053,21053,97.03
Crittenden,KY,21055,21055,96.93
Cumberland,KY,21057,21057,92.82
Daviess,KY,21059,21059,90.23
Edmonson,KY,21061,21061,95.47
Elliott,KY,21063,21063,95.94
Estill,KY,21065,21065,99.1
Fayette,KY,21067,21067,74.86
Fleming,KY,21069,21069,96.2
Floyd,KY,21071,21071,97.47
Franklin,KY,21073,21073,82.43
Fulton,KY,21075,21075,71.94
Gallatin,KY,21077,21077,92.95
Garrard,KY,21079,21079,95.93
Grant,KY,21081,21081,95.47
Graves,KY,21083,21083,89.58
Grayson,KY,21085,21085,95.93
Green,KY,21087,21087,95.15
Greenup,KY,21089,21089,97.02
Hancock,KY,21091,21091,96.1
Hardin,KY,21093,21093,79.36
Harlan,KY,21095,21095,95.51
Harrison,KY,21097,21097,95.2
Hart,KY,21099,21099,93.33
Henderson,KY,21101,21101,88.01
Henry,KY,21103,21103,93.29
Hickman,KY,21105,21105,86.76
Hopkins,KY,21107,21107,90.01
Jackson,KY,21109,21109,98.07
Jefferson,KY,21111,21111,71.6
Jessamine,KY,21113,21113,91.32
Johnson,KY,21115,21115,97.28
Kenton,KY,21117,21117,90.12
Knott,KY,21119,21119,97.29
Knox,KY,21121,21121,96.41
Larue,KY,21123,21123,92.83
Laurel,KY,21125,21125,96.98
Lawrence,KY,21127,21127,98.85
Lee,KY,21129,21129,96.09
Leslie,KY,21131,21131,97.63
Letcher,KY,21133,21133,97.83
Lewis,KY,21135,21135,97.76
Lincoln,KY,21137,21137,94.6
Livingston,KY,21139,21139,97.24
Logan,KY,21141,21141,90.7
Lyon,KY,21143,21143,91.65
McCracken,KY,21145,21145,85.06
McCreary,KY,21147,21147,90.08
McLean,KY,21149,21149,96.84
Madison,KY,21151,21151,91.35
Magoffin,KY,21153,21153,99.83
Marion,KY,21155,21155,90.15
Marshall,KY,21157,21157,97.4
Martin,KY,21159,21159,93.04
Mason,KY,21161,21161,90.61
Meade,KY,21163,21163,91.76
Menifee,KY,21165,21165,98.26
Mercer,KY,21167,21167,92.99
Metcalfe,KY,21169,21169,95.74
Monroe,KY,21171,21171,95.66
Montgomery,KY,21173,21173,94.47
Morgan,KY,21175,21175,93.78
Muhlenberg,KY,21177,21177,92.69
Nelson,KY,21179,21179,91.4
Nicholas,KY,21181,21181,96.07
Ohio,KY,21183,21183,96.6
Oldham,KY,21185,21185,91.43
Owen,KY,21187,21187,98.81
Owsley,KY,21189,21189,93.43
Pendleton,KY,21191,21191,96.97
Perry,KY,21193,21193,95.89
Pike,KY,21195,21195,97.53
Powell,KY,21197,21197,96.88
Pulaski,KY,21199,21199,96.31
Robertson,KY,21201,21201,98.21
Rockcastle,KY,21203,21203,98.03
Rowan,KY,21205,21205,95.95
Russell,KY,21207,21207,94.63
Scott,KY,21209,21209,87.81
Shelby,KY,21211,21211,86.98
Simpson,KY,21213,21213,85.7
Spencer,KY,21215,21215,96.18
Taylor,KY,21217,21217,91.31
Todd,KY,21219,21219,87.46
Trigg,KY,21221,21221,90.4
Trimble,KY,21223,21223,96.37
Union,KY,21225,21225,83.19
Warren,KY,21227,21227,81.61
Washington,KY,21229,21229,90.06
Wayne,KY,21231,21231,94.32
Webster,KY,21233,21233,90.99
Whitley,KY,21235,21235,97.04
Wolfe,KY,21237,21237,98.47
Woodford,KY,21239,21239,91.64
Acadia,LA,22001,22001,79.34
Allen,LA,22003,22003,73.94
Ascension,LA,22005,22005,72.16
Assumption,LA,22007,22007,67.43
Avoyelles,LA,22009,22009,66.31
Beauregard,LA,22011,22011,83.47
Bienville,LA,22013,22013,54.76
Bossier,LA,22015,22015,71.87
Caddo,LA,22017,22017,46.17
Calcasieu,LA,22019,22019,69.96
Caldwell,LA,22021,22021,81.7
Cameron,LA,22023,22023,92.81
Catahoula,LA,22025,22025,66.69
Claiborne,LA,22027,22027,45.54
Concordia,LA,22029,22029,57.81
De Soto,LA,22031,22031,61.45
East Baton Rouge,LA,22033,22033,46.83
East Carroll,LA,22035,22035,29.37
East Feliciana,LA,22037,22037,54.49
Evangeline,LA,22039,22039,67.86
Franklin,LA,22041,22041,65.39
Grant,LA,22043,22043,78.58
Iberia,LA,22045,22045,60.71
Iberville,LA,22047,22047,49.61
Jackson,LA,22049,22049,67.83
Jefferson,LA,22051,22051,62.39
Jefferson Davis,LA,22053,22053,80.07
Lafayette,LA,22055,22055,69.36
Lafourche,LA,22057,22057,79
La Salle,LA,22059,22059,84.16
Lincoln,LA,22061,22061,54.24
Livingston,LA,22063,22063,90.34
Madison,LA,22065,22065,35.34
Morehouse,LA,22067,22067,49.45
Natchitoches,LA,22069,22069,53.3
Orleans,LA,22071,22071,33.94
Ouachita,LA,22073,22073,59.09
Plaquemines,LA,22075,22075,67.95
Pointe Coupee,LA,22077,22077,61.94
Rapides,LA,22079,22079,63.46
Red River,LA,22081,22081,57.73
Richland,LA,22083,22083,61.94
Sabine,LA,22085,22085,69.3
St. Bernard,LA,22087,22087,69.37
St. Charles,LA,22089,22089,69.24
St. Helena,LA,22091,22091,45.73
St. James,LA,22093,22093,48.65
St. John the Baptist,LA,22095,22095,38.16
St. Landry,LA,22097,22097,56.01
St. Martin,LA,22099,22099,66.76
St. Mary,LA,22101,22101,58.89
St. Tammany,LA,22103,22103,82.8
Tangipahoa,LA,22105,22105,67.11
Tensas,LA,22107,22107,43.39
Terrebonne,LA,22109,22109,70.25
Union,LA,22111,22111,71.52
Vermilion,LA,22113,22113,81.41
Vernon,LA,22115,22115,75.8
Washington,LA,22117,22117,66.95
Webster,LA,22119,22119,63.69
West Baton Rouge,LA,22121,22121,58.32
West Carroll,LA,22123,22123,80.08
West Feliciana,LA,22125,22125,53.47
Winn,LA,22127,22127,66.17
Androscoggin,ME,23001,23001,91.44
Aroostook,ME,23003,23003,94.93
Cumberland,ME,23005,23005,91.74
Franklin,ME,23007,23007,96.46
Hancock,ME,23009,23009,95.87
Kennebec,ME,23011,23011,95.71
Knox,ME,23013,23013,96.08
Lincoln,ME,23015,23015,96.91
Oxford,ME,23017,23017,96.25
Penobscot,ME,23019,23019,94.53
Piscataquis,ME,23021,23021,95.79
Sagadahoc,ME,23023,23023,95.74
Somerset,ME,23025,23025,96.51
Waldo,ME,23027,23027,96.22
Washington,ME,23029,23029,90.83
York,ME,23031,23031,95.51
Allegany,MD,24001,24001,88.17
Anne Arundel,MD,24003,24003,72.73
Baltimore,MD,24005,24005,60.56
Calvert,MD,24009,24009,81.22
Caroline,MD,24011,24011,79.9
Carroll,MD,24013,24013,91.55
Cecil,MD,24015,24015,87.83
Charles,MD,24017,24017,43.96
Dorchester,MD,24019,24019,65.55
Frederick,MD,24021,24021,80.59
Garrett,MD,24023,24023,96.89
Harford,MD,24025,24025,78.64
Howard,MD,24027,24027,56.99
Kent,MD,24029,24029,80.74
Montgomery,MD,24031,24031,53.07
Prince George's,MD,24033,24033,16.59
Queen Anne's,MD,24035,24035,89.31
St. Mary's,MD,24037,24037,78.03
Somerset,MD,24039,24039,52.74
Talbot,MD,24041,24041,82.92
Washington,MD,24043,24043,82.1
Wicomico,MD,24045,24045,66.49
Worcester,MD,24047,24047,83
Baltimore City,MD,24510,24510,30.46
Barnstable,MA,25001,25001,91.65
Berkshire,MA,25003,25003,90.56
Bristol,MA,25005,25005,84.1
Dukes,MA,25007,25007,88.07
Essex,MA,25009,25009,79.9
Franklin,MA,25011,25011,92.78
Hampden,MA,25013,25013,81.44
Hampshire,MA,25015,25015,87.61
Middlesex,MA,25017,25017,76.66
Nantucket,MA,25019,25019,87.29
Norfolk,MA,25021,25021,77.58
Plymouth,MA,25023,25023,82.87
Suffolk,MA,25025,25025,55.23
Worcester,MA,25027,25027,83.68
Alcona,MI,26001,26001,96.86
Alger,MI,26003,26003,84.94
Allegan,MI,26005,26005,93.53
Alpena,MI,26007,26007,96.78
Antrim,MI,26009,26009,96.06
Arenac,MI,26011,26011,96.22
Baraga,MI,26013,26013,73.4
Barry,MI,26015,26015,96.35
Bay,MI,26017,26017,94.68
Benzie,MI,26019,26019,95.73
Berrien,MI,26021,26021,78.71
Branch,MI,26023,26023,93.9
Calhoun,MI,26025,26025,81.3
Cass,MI,26027,26027,88.85
Charlevoix,MI,26029,26029,95.28
Cheboygan,MI,26031,26031,93.17
Chippewa,MI,26033,26033,70.73
Clare,MI,26035,26035,96.21
Clinton,MI,26037,26037,93.58
Crawford,MI,26039,26039,96
Delta,MI,26041,26041,93.67
Dickinson,MI,26043,26043,95.74
Eaton,MI,26045,26045,86.39
Emmet,MI,26047,26047,92.35
Genesee,MI,26049,26049,74.75
Gladwin,MI,26051,26051,96.97
Gogebic,MI,26053,26053,91.02
Grand Traverse,MI,26055,26055,94.82
Gratiot,MI,26057,26057,90.98
Hillsdale,MI,26059,26059,96.63
Houghton,MI,26061,26061,93.25
Huron,MI,26063,26063,96.99
Ingham,MI,26065,26065,74.34
Ionia,MI,26067,26067,91.69
Iosco,MI,26069,26069,95.6
Iron,MI,26071,26071,95.78
Isabella,MI,26073,26073,87.99
Jackson,MI,26075,26075,87.31
Kalamazoo,MI,26077,26077,80.77
Kalkaska,MI,26079,26079,95.94
Kent,MI,26081,26081,79.56
Keweenaw,MI,26083,26083,97.02
Lake,MI,26085,26085,86.91
Lapeer,MI,26087,26087,95.59
Leelanau,MI,26089,26089,92.94
Lenawee,MI,26091,26091,93.08
Livingston,MI,26093,26093,96.34
Luce,MI,26095,26095,79.57
Mackinac,MI,26097,26097,74.42
Macomb,MI,26099,26099,80.96
Manistee,MI,26101,26101,91.17
Marquette,MI,26103,26103,93.2
Mason,MI,26105,26105,94.76
Mecosta,MI,26107,26107,92.91
Menominee,MI,26109,26109,94.29
Midland,MI,26111,26111,93.17
Missaukee,MI,26113,26113,96.24
Monroe,MI,26115,26115,94.23
Montcalm,MI,26117,26117,94.64
Montmorency,MI,26119,26119,96.61
Muskegon,MI,26121,26121,80.85
Newaygo,MI,26123,26123,93
Oakland,MI,26125,26125,75.04
Oceana,MI,26127,26127,94.59
Ogemaw,MI,26129,26129,96.51
Ontonagon,MI,26131,26131,95.97
Osceola,MI,26133,26133,96.13
Oscoda,MI,26135,26135,96.76
Otsego,MI,26137,26137,95.72
Ottawa,MI,26139,26139,89.6
Presque Isle,MI,26141,26141,96.55
Roscommon,MI,26143,26143,96.52
Saginaw,MI,26145,26145,75.21
St. Clair,MI,26147,26147,93.52
St. Joseph,MI,26149,26149,91.99
Sanilac,MI,26151,26151,96.61
Schoolcraft,MI,26153,26153,86.46
Shiawassee,MI,26155,26155,96.57
Tuscola,MI,26157,26157,96.05
Van Buren,MI,26159,26159,86.17
Washtenaw,MI,26161,26161,73.57
Wayne,MI,26163,26163,53.13
Wexford,MI,26165,26165,95.73
Aitkin,MN,27001,27001,94.75
Anoka,MN,27003,27003,83.62
Becker,MN,27005,27005,87.57
Beltrami,MN,27007,27007,72.88
Benton,MN,27009,27009,91.3
Big Stone,MN,27011,27011,97.64
Blue Earth,MN,27013,27013,90.73
Brown,MN,27015,27015,95.46
Carlton,MN,27017,27017,89.38
Carver,MN,27019,27019,91.96
Cass,MN,27021,27021,84.46
Chippewa,MN,27023,27023,90.14
Chisago,MN,27025,27025,95.3
Clay,MN,27027,27027,90.58
Clearwater,MN,27029,27029,85.8
Cook,MN,27031,27031,86.2
Cottonwood,MN,27033,27033,89.4
Crow Wing,MN,27035,27035,95.77
Dakota,MN,27037,27037,82.08
Dodge,MN,27039,27039,94.69
Douglas,MN,27041,27041,96.88
Faribault,MN,27043,27043,96.73
Fillmore,MN,27045,27045,97.58
Freeborn,MN,27047,27047,91.57
Goodhue,MN,27049,27049,94.01
Grant,MN,27051,27051,96.76
Hennepin,MN,27053,27053,72.05
Houston,MN,27055,27055,96.9
Hubbard,MN,27057,27057,93.41
Isanti,MN,27059,27059,95.13
Itasca,MN,27061,27061,92.77
Jackson,MN,27063,27063,94.46
Kanabec,MN,27065,27065,95.94
Kandiyohi,MN,27067,27067,88.3
Kittson,MN,27069,27069,96.27
Koochiching,MN,27071,27071,93.58
Lac qui Parle,MN,27073,27073,96.03
Lake,MN,27075,27075,96.91
Lake of the Woods,MN,27077,27077,93.03
Le Sueur,MN,27079,27079,95.5
Lincoln,MN,27081,27081,97.46
Lyon,MN,27083,27083,86.19
McLeod,MN,27085,27085,94.98
Mahnomen,MN,27087,27087,46.76
Marshall,MN,27089,27089,96.81
Martin,MN,27091,27091,96.3
Meeker,MN,27093,27093,96.99
Mille Lacs,MN,27095,27095,90.16
Morrison,MN,27097,27097,96.31
Mower,MN,27099,27099,86.75
Murray,MN,27101,27101,96.46
Nicollet,MN,27103,27103,91.97
Nobles,MN,27105,27105,77.76
Norman,MN,27107,27107,93.25
Olmsted,MN,27109,27109,83.73
Otter Tail,MN,27111,27111,94.93
Pennington,MN,27113,27113,93.98
Pine,MN,27115,27115,91.37
Pipestone,MN,27117,27117,92.05
Polk,MN,27119,27119,91.67
Pope,MN,27121,27121,96.54
Ramsey,MN,27123,27123,66.35
Red Lake,MN,27125,27125,95.17
Redwood,MN,27127,27127,87.99
Renville,MN,27129,27129,89.37
Rice,MN,27131,27131,85.64
Rock,MN,27133,27133,96.41
Roseau,MN,27135,27135,92.53
St. Louis,MN,27137,27137,92.08
Scott,MN,27139,27139,83.96
Sherburne,MN,27141,27141,92.38
Sibley,MN,27143,27143,95.35
Stearns,MN,27145,27145,87.84
Steele,MN,27147,27147,90.49
Stevens,MN,27149,27149,90.37
Swift,MN,27151,27151,94.51
Todd,MN,27153,27153,94.35
Traverse,MN,27155,27155,90.7
Wabasha,MN,27157,27157,96.45
Wadena,MN,27159,27159,95.08
Waseca,MN,27161,27161,92.9
Washington,MN,27163,27163,85.38
Watonwan,MN,27165,27165,85.77
Wilkin,MN,27167,27167,98.25
Winona,MN,27169,27169,93.55
Wright,MN,27171,27171,94.13
Yellow Medicine,MN,27173,27173,92.62
Adams,MS,28001,28001,40.93
Alcorn,MS,28003,28003,84.44
Amite,MS,28005,28005,57.36
Attala,MS,28007,28007,53.78
Benton,MS,28009,28009,61.36
Bolivar,MS,28011,28011,32.96
Calhoun,MS,28013,28013,65.24
Carroll,MS,28015,28015,64.54
Chickasaw,MS,28017,28017,50.32
Choctaw,MS,28019,28019,67.79
Claiborne,MS,28021,28021,11.31
Clarke,MS,28023,28023,63.59
Clay,MS,28025,28025,38.81
Coahoma,MS,28027,28027,20.9
Copiah,MS,28029,28029,45.08
Covington,MS,28031,28031,62.63
DeSoto,MS,28033,28033,66.74
Forrest,MS,28035,28035,59.35
Franklin,MS,28037,28037,63.4
George,MS,28039,28039,88.87
Greene,MS,28041,28041,73.44
Grenada,MS,28043,28043,54.9
Hancock,MS,28045,28045,87.54
Harrison,MS,28047,28047,67.94
Hinds,MS,28049,28049,25.34
Holmes,MS,28051,28051,15.5
Humphreys,MS,28053,28053,20.78
Issaquena,MS,28055,28055,37.77
Itawamba,MS,28057,28057,91.05
Jackson,MS,28059,28059,70.76
Jasper,MS,28061,28061,44.71
Jefferson,MS,28063,28063,13.27
Jefferson Davis,MS,28065,28065,37.95
Jones,MS,28067,28067,68.59
Kemper,MS,28069,28069,34.53
Lafayette,MS,28071,28071,71.42
Lamar,MS,28073,28073,76.44
Lauderdale,MS,28075,28075,54.2
Lawrence,MS,28077,28077,65.03
Leake,MS,28079,28079,51.23
Lee,MS,28081,28081,66.89
Leflore,MS,28083,28083,23.99
Lincoln,MS,28085,28085,67.48
Lowndes,MS,28087,28087,53.42
Madison,MS,28089,28089,57.22
Marion,MS,28091,28091,65.26
Marshall,MS,28093,28093,49.48
Monroe,MS,28095,28095,68.09
Montgomery,MS,28097,28097,52.88
Neshoba,MS,28099,28099,59.98
Newton,MS,28101,28101,61.4
Noxubee,MS,28103,28103,27.25
Oktibbeha,MS,28105,28105,57.37
Panola,MS,28107,28107,48.69
Pearl River,MS,28109,28109,83.75
Perry,MS,28111,28111,79.03
Pike,MS,28113,28113,43.8
Pontotoc,MS,28115,28115,77.69
Prentiss,MS,28117,28117,83.61
Quitman,MS,28119,28119,26.98
Rankin,MS,28121,28121,75.57
Scott,MS,28123,28123,57.22
Sharkey,MS,28125,28125,25.07
Simpson,MS,28127,28127,61.83
Smith,MS,28129,28129,75.76
Stone,MS,28131,28131,78.24
Sunflower,MS,28133,28133,25.2
Tallahatchie,MS,28135,28135,35.41
Tate,MS,28137,28137,66.52
Tippah,MS,28139,28139,77.4
Tishomingo,MS,28141,28141,96.09
Tunica,MS,28143,28143,19.13
Union,MS,28145,28145,79.13
Walthall,MS,28147,28147,52.95
Warren,MS,28149,28149,48.3
Washington,MS,28151,28151,25.64
Wayne,MS,28153,28153,57.4
Webster,MS,28155,28155,78.8
Wilkinson,MS,28157,28157,27.89
Winston,MS,28159,28159,50.45
Yalobusha,MS,28161,28161,59.04
Yazoo,MS,28163,28163,36.87
Adair,MO,29001,29001,91.61
Andrew,MO,29003,29003,95.33
Atchison,MO,29005,29005,97.59
Audrain,MO,29007,29007,88.87
Barry,MO,29009,29009,92.1
Barton,MO,29011,29011,92.9
Bates,MO,29013,29013,95.37
Benton,MO,29015,29015,96.06
Bollinger,MO,29017,29017,97.11
Boone,MO,29019,29019,81.19
Buchanan,MO,29021,29021,87.27
Butler,MO,29023,29023,90.4
Caldwell,MO,29025,29025,95.73
Callaway,MO,29027,29027,92.02
Camden,MO,29029,29029,96.29
Cape Girardeau,MO,29031,29031,87.75
Carroll,MO,29033,29033,95.59
Carter,MO,29035,29035,97.02
Cass,MO,29037,29037,91.24
Cedar,MO,29039,29039,96.18
Chariton,MO,29041,29041,95.44
Christian,MO,29043,29043,95.28
Clark,MO,29045,29045,97.33
Clay,MO,29047,29047,85.14
Clinton,MO,29049,29049,95.67
Cole,MO,29051,29051,83.96
Cooper,MO,29053,29053,88.76
Crawford,MO,29055,29055,96.67
Dade,MO,29057,29057,95.46
Dallas,MO,29059,29059,96.23
Daviess,MO,29061,29061,97.11
DeKalb,MO,29063,29063,85.88
Dent,MO,29065,29065,95.24
Douglas,MO,29067,29067,98.29
Dunklin,MO,29069,29069,84.58
Franklin,MO,29071,29071,95.99
Gasconade,MO,29073,29073,97.21
Gentry,MO,29075,29075,97.37
Greene,MO,29077,29077,89.87
Grundy,MO,29079,29079,95.99
Harrison,MO,29081,29081,96.27
Henry,MO,29083,29083,95.44
Hickory,MO,29085,29085,96.17
