County,State,FIPS Code,Formatted FIPS,"Estimated percent of all households that own a home, between 201"
Randolph,IN,18135,18135,76.28
Ripley,IN,18137,18137,75.89
Rush,IN,18139,18139,71.37
St. Joseph,IN,18141,18141,68.18
Scott,IN,18143,18143,71.97
Shelby,IN,18145,18145,73.3
Spencer,IN,18147,18147,81.85
Starke,IN,18149,18149,80.15
Steuben,IN,18151,18151,77.77
Sullivan,IN,18153,18153,74.37
Switzerland,IN,18155,18155,74.84
Tippecanoe,IN,18157,18157,55.08
Tipton,IN,18159,18159,81.71
Union,IN,18161,18161,71.98
Vanderburgh,IN,18163,18163,64.78
Vermillion,IN,18165,18165,73.14
Vigo,IN,18167,18167,61.81
Wabash,IN,18169,18169,73.99
Warren,IN,18171,18171,83.85
Warrick,IN,18173,18173,78.51
Washington,IN,18175,18175,77.82
Wayne,IN,18177,18177,66.95
Wells,IN,18179,18179,78.86
White,IN,18181,18181,77.55
Whitley,IN,18183,18183,82.18
Adair,IA,19001,19001,74.31
Adams,IA,19003,19003,81.73
Allamakee,IA,19005,19005,79.34
Appanoose,IA,19007,19007,71.01
Audubon,IA,19009,19009,76.78
Benton,IA,19011,19011,82.84
Black Hawk,IA,19013,19013,65.49
Boone,IA,19015,19015,78.13
Bremer,IA,19017,19017,82.68
Buchanan,IA,19019,19019,79.31
Buena Vista,IA,19021,19021,64.61
Butler,IA,19023,19023,77.9
Calhoun,IA,19025,19025,78.82
Carroll,IA,19027,19027,75.83
Cass,IA,19029,19029,69.23
Cedar,IA,19031,19031,81.22
Cerro Gordo,IA,19033,19033,69.11
Cherokee,IA,19035,19035,74.62
Chickasaw,IA,19037,19037,80.67
Clarke,IA,19039,19039,70.42
Clay,IA,19041,19041,67.72
Clayton,IA,19043,19043,74.53
Clinton,IA,19045,19045,73.26
Crawford,IA,19047,19047,69.15
Dallas,IA,19049,19049,73.73
Davis,IA,19051,19051,85.2
Decatur,IA,19053,19053,67.03
Delaware,IA,19055,19055,84.36
Des Moines,IA,19057,19057,70.32
Dickinson,IA,19059,19059,79.39
Dubuque,IA,19061,19061,73.34
Emmet,IA,19063,19063,78.1
Fayette,IA,19065,19065,76.57
Floyd,IA,19067,19067,71.22
Franklin,IA,19069,19069,74.67
Fremont,IA,19071,19071,76.33
Greene,IA,19073,19073,73.41
Grundy,IA,19075,19075,81.55
Guthrie,IA,19077,19077,79.65
Hamilton,IA,19079,19079,72.38
Hancock,IA,19081,19081,77.08
Hardin,IA,19083,19083,74.89
Harrison,IA,19085,19085,75.73
Henry,IA,19087,19087,71.17
Howard,IA,19089,19089,79.66
Humboldt,IA,19091,19091,74.25
Ida,IA,19093,19093,75.56
Iowa,IA,19095,19095,80.41
Jackson,IA,19097,19097,79.01
Jasper,IA,19099,19099,74.5
Jefferson,IA,19101,19101,66.29
Johnson,IA,19103,19103,58.49
Jones,IA,19105,19105,78.31
Keokuk,IA,19107,19107,78.4
Kossuth,IA,19109,19109,75.7
Lee,IA,19111,19111,74.41
Linn,IA,19113,19113,73.83
Louisa,IA,19115,19115,76.91
Lucas,IA,19117,19117,78.14
Lyon,IA,19119,19119,85.36
Madison,IA,19121,19121,78.44
Mahaska,IA,19123,19123,69.02
Marion,IA,19125,19125,70.8
Marshall,IA,19127,19127,70.48
Mills,IA,19129,19129,77.85
Mitchell,IA,19131,19131,80.76
Monona,IA,19133,19133,72.35
Monroe,IA,19135,19135,79.9
Montgomery,IA,19137,19137,70.22
Muscatine,IA,19139,19139,73.43
O'Brien,IA,19141,19141,71.68
Osceola,IA,19143,19143,78.39
Page,IA,19145,19145,71.54
Palo Alto,IA,19147,19147,72.34
Plymouth,IA,19149,19149,77.51
Pocahontas,IA,19151,19151,77.26
Polk,IA,19153,19153,67.1
Pottawattamie,IA,19155,19155,68.43
Poweshiek,IA,19157,19157,68.59
Ringgold,IA,19159,19159,77.22
Sac,IA,19161,19161,79.39
Scott,IA,19163,19163,69.02
Shelby,IA,19165,19165,77.46
Sioux,IA,19167,19167,80.34
Story,IA,19169,19169,53.52
Tama,IA,19171,19171,75.79
Taylor,IA,19173,19173,78.25
Union,IA,19175,19175,70.4
Van Buren,IA,19177,19177,81.31
Wapello,IA,19179,19179,71.52
Warren,IA,19181,19181,79.01
Washington,IA,19183,19183,70.96
Wayne,IA,19185,19185,81.11
Webster,IA,19187,19187,68
Winnebago,IA,19189,19189,76.03
Winneshiek,IA,19191,19191,79.34
Woodbury,IA,19193,19193,66.44
Worth,IA,19195,19195,77.59
Wright,IA,19197,19197,71.7
Allen,KS,20001,20001,70.76
Anderson,KS,20003,20003,74.36
Atchison,KS,20005,20005,69.37
Barber,KS,20007,20007,71.76
Barton,KS,20009,20009,70.26
Bourbon,KS,20011,20011,71.4
Brown,KS,20013,20013,70.22
Butler,KS,20015,20015,74.48
Chase,KS,20017,20017,80.69
Chautauqua,KS,20019,20019,77.68
Cherokee,KS,20021,20021,72.71
Cheyenne,KS,20023,20023,80.02
Clark,KS,20025,20025,74.34
Clay,KS,20027,20027,71.06
Cloud,KS,20029,20029,72.92
Coffey,KS,20031,20031,75.87
Comanche,KS,20033,20033,79.63
Cowley,KS,20035,20035,67.43
Crawford,KS,20037,20037,59.38
Decatur,KS,20039,20039,73.72
Dickinson,KS,20041,20041,70.61
Doniphan,KS,20043,20043,72.03
Douglas,KS,20045,20045,51.31
Edwards,KS,20047,20047,77.98
Elk,KS,20049,20049,79.52
Ellis,KS,20051,20051,61.17
Ellsworth,KS,20053,20053,76.84
Finney,KS,20055,20055,64.37
Ford,KS,20057,20057,61.51
Franklin,KS,20059,20059,72.32
Geary,KS,20061,20061,37.91
Gove,KS,20063,20063,75.76
Graham,KS,20065,20065,82.27
Grant,KS,20067,20067,74.48
Gray,KS,20069,20069,78.15
Greeley,KS,20071,20071,63.01
Greenwood,KS,20073,20073,73.78
Hamilton,KS,20075,20075,71.69
Harper,KS,20077,20077,69.62
Harvey,KS,20079,20079,71.58
Haskell,KS,20081,20081,76.21
Hodgeman,KS,20083,20083,81.49
Jackson,KS,20085,20085,75.57
Jefferson,KS,20087,20087,84.07
Jewell,KS,20089,20089,81.3
Johnson,KS,20091,20091,69.23
Kearny,KS,20093,20093,76.1
Kingman,KS,20095,20095,78.55
Kiowa,KS,20097,20097,70.56
Labette,KS,20099,20099,69.51
Lane,KS,20101,20101,75.56
Leavenworth,KS,20103,20103,67.42
Lincoln,KS,20105,20105,77.88
Linn,KS,20107,20107,77.5
Logan,KS,20109,20109,69.21
Lyon,KS,20111,20111,60.01
McPherson,KS,20113,20113,69.51
Marion,KS,20115,20115,78.54
Marshall,KS,20117,20117,78.7
Meade,KS,20119,20119,69.21
Miami,KS,20121,20121,79.23
Mitchell,KS,20123,20123,71.28
Montgomery,KS,20125,20125,68.78
Morris,KS,20127,20127,80.35
Morton,KS,20129,20129,69.46
Nemaha,KS,20131,20131,74.92
Neosho,KS,20133,20133,70.35
Ness,KS,20135,20135,83.37
Norton,KS,20137,20137,80.16
Osage,KS,20139,20139,74.69
Osborne,KS,20141,20141,74.76
Ottawa,KS,20143,20143,79.6
Pawnee,KS,20145,20145,66.05
Phillips,KS,20147,20147,75.73
Pottawatomie,KS,20149,20149,78.65
Pratt,KS,20151,20151,67.74
Rawlins,KS,20153,20153,74.06
Reno,KS,20155,20155,69.29
Republic,KS,20157,20157,72.9
Rice,KS,20159,20159,74.5
Riley,KS,20161,20161,43.19
Rooks,KS,20163,20163,76.98
Rush,KS,20165,20165,75.79
Russell,KS,20167,20167,78.01
Saline,KS,20169,20169,66.7
Scott,KS,20171,20171,69.95
Sedgwick,KS,20173,20173,62.95
Seward,KS,20175,20175,66.71
Shawnee,KS,20177,20177,64.43
Sheridan,KS,20179,20179,76.72
Sherman,KS,20181,20181,66.9
Smith,KS,20183,20183,77.07
Stafford,KS,20185,20185,81.2
Stanton,KS,20187,20187,74.35
Stevens,KS,20189,20189,70.23
Sumner,KS,20191,20191,74.12
Thomas,KS,20193,20193,67.61
Trego,KS,20195,20195,74.91
Wabaunsee,KS,20197,20197,85.46
Wallace,KS,20199,20199,75.94
Washington,KS,20201,20201,77.92
Wichita,KS,20203,20203,73.34
Wilson,KS,20205,20205,73.3
Woodson,KS,20207,20207,77.06
Wyandotte,KS,20209,20209,57.41
Adair,KY,21001,21001,76.12
Allen,KY,21003,21003,74.92
Anderson,KY,21005,21005,76.05
Ballard,KY,21007,21007,80.69
Barren,KY,21009,21009,66.68
Bath,KY,21011,21011,72.07
Bell,KY,21013,21013,66.05
Boone,KY,21015,21015,74.5
Bourbon,KY,21017,21017,63.15
Boyd,KY,21019,21019,68.76
Boyle,KY,21021,21021,67.17
Bracken,KY,21023,21023,74.02
Breathitt,KY,21025,21025,71.02
Breckinridge,KY,21027,21027,80.59
Bullitt,KY,21029,21029,80.31
Butler,KY,21031,21031,72.05
Caldwell,KY,21033,21033,76.37
Calloway,KY,21035,21035,62.44
Campbell,KY,21037,21037,69.73
Carlisle,KY,21039,21039,81.72
Carroll,KY,21041,21041,64.33
Carter,KY,21043,21043,77.37
Casey,KY,21045,21045,77.29
Christian,KY,21047,21047,48.11
Clark,KY,21049,21049,67.36
Clay,KY,21051,21051,67.86
Clinton,KY,21053,21053,69.51
Crittenden,KY,21055,21055,81.89
Cumberland,KY,21057,21057,72.9
Daviess,KY,21059,21059,67.94
Edmonson,KY,21061,21061,80.39
Elliott,KY,21063,21063,75.35
Estill,KY,21065,21065,72.14
Fayette,KY,21067,21067,54.44
Fleming,KY,21069,21069,73.22
Floyd,KY,21071,21071,69.91
Franklin,KY,21073,21073,62.8
Fulton,KY,21075,21075,61.33
Gallatin,KY,21077,21077,72.01
Garrard,KY,21079,21079,82.4
Grant,KY,21081,21081,68.52
Graves,KY,21083,21083,75.47
Grayson,KY,21085,21085,72.6
Green,KY,21087,21087,73.83
Greenup,KY,21089,21089,77.59
Hancock,KY,21091,21091,79.19
Hardin,KY,21093,21093,61.48
Harlan,KY,21095,21095,68.83
Harrison,KY,21097,21097,68.96
Hart,KY,21099,21099,74.13
Henderson,KY,21101,21101,61.32
Henry,KY,21103,21103,72.12
Hickman,KY,21105,21105,82.81
Hopkins,KY,21107,21107,69.46
Jackson,KY,21109,21109,75.18
Jefferson,KY,21111,21111,61.75
Jessamine,KY,21113,21113,64.58
Johnson,KY,21115,21115,71.9
Kenton,KY,21117,21117,66.13
Knott,KY,21119,21119,74.77
Knox,KY,21121,21121,65.5
Larue,KY,21123,21123,74.08
Laurel,KY,21125,21125,69.94
Lawrence,KY,21127,21127,74.93
Lee,KY,21129,21129,68.9
Leslie,KY,21131,21131,81.38
Letcher,KY,21133,21133,74.17
Lewis,KY,21135,21135,73.97
Lincoln,KY,21137,21137,78.33
Livingston,KY,21139,21139,79.28
Logan,KY,21141,21141,69.7
Lyon,KY,21143,21143,79.36
McCracken,KY,21145,21145,65.07
McCreary,KY,21147,21147,70.14
McLean,KY,21149,21149,78.42
Madison,KY,21151,21151,59.05
Magoffin,KY,21153,21153,72.53
Marion,KY,21155,21155,73.38
Marshall,KY,21157,21157,80.96
Martin,KY,21159,21159,70.46
Mason,KY,21161,21161,67.63
Meade,KY,21163,21163,72.62
Menifee,KY,21165,21165,79.82
Mercer,KY,21167,21167,72.27
Metcalfe,KY,21169,21169,78.35
Monroe,KY,21171,21171,69.72
Montgomery,KY,21173,21173,67.86
Morgan,KY,21175,21175,74.66
Muhlenberg,KY,21177,21177,79.63
Nelson,KY,21179,21179,75.96
Nicholas,KY,21181,21181,68.87
Ohio,KY,21183,21183,76.08
Oldham,KY,21185,21185,84.7
Owen,KY,21187,21187,74.77
Owsley,KY,21189,21189,68.43
Pendleton,KY,21191,21191,75.31
Perry,KY,21193,21193,75.85
Pike,KY,21195,21195,72.95
Powell,KY,21197,21197,69.04
Pulaski,KY,21199,21199,68.98
Robertson,KY,21201,21201,74.91
Rockcastle,KY,21203,21203,76.16
Rowan,KY,21205,21205,59.84
Russell,KY,21207,21207,74.13
Scott,KY,21209,21209,70.03
Shelby,KY,21211,21211,70.21
Simpson,KY,21213,21213,64.97
Spencer,KY,21215,21215,85.14
Taylor,KY,21217,21217,60.26
Todd,KY,21219,21219,67.46
Trigg,KY,21221,21221,80.96
Trimble,KY,21223,21223,77.1
Union,KY,21225,21225,70.79
Warren,KY,21227,21227,58.71
Washington,KY,21229,21229,74.96
Wayne,KY,21231,21231,73.51
Webster,KY,21233,21233,71.82
Whitley,KY,21235,21235,68.8
Wolfe,KY,21237,21237,63.39
Woodford,KY,21239,21239,70.7
Acadia,LA,22001,22001,71.08
Allen,LA,22003,22003,74.52
Ascension,LA,22005,22005,81.52
Assumption,LA,22007,22007,78.15
Avoyelles,LA,22009,22009,69.49
Beauregard,LA,22011,22011,77.47
Bienville,LA,22013,22013,73.09
Bossier,LA,22015,22015,63.42
Caddo,LA,22017,22017,59.83
Calcasieu,LA,22019,22019,67.46
Caldwell,LA,22021,22021,76.51
Cameron,LA,22023,22023,84.42
Catahoula,LA,22025,22025,80.23
Claiborne,LA,22027,22027,65.93
Concordia,LA,22029,22029,66.14
De Soto,LA,22031,22031,71.31
East Baton Rouge,LA,22033,22033,59.77
East Carroll,LA,22035,22035,51.6
East Feliciana,LA,22037,22037,80.54
Evangeline,LA,22039,22039,65.52
Franklin,LA,22041,22041,72.75
Grant,LA,22043,22043,68.72
Iberia,LA,22045,22045,67.88
Iberville,LA,22047,22047,73.44
Jackson,LA,22049,22049,70.98
Jefferson,LA,22051,22051,61.2
Jefferson Davis,LA,22053,22053,72.91
Lafayette,LA,22055,22055,64.85
Lafourche,LA,22057,22057,76.48
La Salle,LA,22059,22059,76.59
Lincoln,LA,22061,22061,51.49
Livingston,LA,22063,22063,81.84
Madison,LA,22065,22065,53.18
Morehouse,LA,22067,22067,66.77
Natchitoches,LA,22069,22069,43.82
Orleans,LA,22071,22071,48.26
Ouachita,LA,22073,22073,58.39
Plaquemines,LA,22075,22075,68.79
Pointe Coupee,LA,22077,22077,76.31
Rapides,LA,22079,22079,61.71
Red River,LA,22081,22081,73.64
Richland,LA,22083,22083,66.72
Sabine,LA,22085,22085,68.16
St. Bernard,LA,22087,22087,67.71
St. Charles,LA,22089,22089,80.73
St. Helena,LA,22091,22091,78.95
St. James,LA,22093,22093,79
St. John the Baptist,LA,22095,22095,78.52
St. Landry,LA,22097,22097,68.26
St. Martin,LA,22099,22099,78.83
St. Mary,LA,22101,22101,60.72
St. Tammany,LA,22103,22103,78.37
Tangipahoa,LA,22105,22105,69
Tensas,LA,22107,22107,67.52
Terrebonne,LA,22109,22109,71.52
Union,LA,22111,22111,81.72
Vermilion,LA,22113,22113,77.18
Vernon,LA,22115,22115,53.02
Washington,LA,22117,22117,67.42
Webster,LA,22119,22119,66.91
West Baton Rouge,LA,22121,22121,73.06
West Carroll,LA,22123,22123,76.89
West Feliciana,LA,22125,22125,73.2
Winn,LA,22127,22127,67.23
Androscoggin,ME,23001,23001,64.34
Aroostook,ME,23003,23003,71.98
Cumberland,ME,23005,23005,69.28
Franklin,ME,23007,23007,79.42
Hancock,ME,23009,23009,76.31
Kennebec,ME,23011,23011,70.53
Knox,ME,23013,23013,77.24
Lincoln,ME,23015,23015,79.21
Oxford,ME,23017,23017,80.8
Penobscot,ME,23019,23019,69.38
Piscataquis,ME,23021,23021,75.9
Sagadahoc,ME,23023,23023,74.52
Somerset,ME,23025,23025,76.12
Waldo,ME,23027,23027,79.19
Washington,ME,23029,23029,76.52
York,ME,23031,23031,73.88
Allegany,MD,24001,24001,68.83
Anne Arundel,MD,24003,24003,74.17
Baltimore,MD,24005,24005,66.06
Calvert,MD,24009,24009,84.67
Caroline,MD,24011,24011,72.85
Carroll,MD,24013,24013,82
Cecil,MD,24015,24015,73.03
Charles,MD,24017,24017,76.85
Dorchester,MD,24019,24019,68.03
Frederick,MD,24021,24021,75.24
Garrett,MD,24023,24023,78.64
Harford,MD,24025,24025,78.65
Howard,MD,24027,24027,73.15
Kent,MD,24029,24029,69.25
Montgomery,MD,24031,24031,65.41
Prince George's,MD,24033,24033,62.07
Queen Anne's,MD,24035,24035,80.99
St. Mary's,MD,24037,24037,71.05
Somerset,MD,24039,24039,65.02
Talbot,MD,24041,24041,70.3
Washington,MD,24043,24043,65.94
Wicomico,MD,24045,24045,57.66
Worcester,MD,24047,24047,75.07
Baltimore City,MD,24510,24510,47.5
Barnstable,MA,25001,25001,79.82
Berkshire,MA,25003,25003,69.2
Bristol,MA,25005,25005,62.64
Dukes,MA,25007,25007,72.33
Essex,MA,25009,25009,64.17
Franklin,MA,25011,25011,68.63
Hampden,MA,25013,25013,61.12
Hampshire,MA,25015,25015,66.86
Middlesex,MA,25017,25017,62.36
Nantucket,MA,25019,25019,70.54
Norfolk,MA,25021,25021,68.92
Plymouth,MA,25023,25023,76.49
Suffolk,MA,25025,25025,36.09
Worcester,MA,25027,25027,65.11
Alcona,MI,26001,26001,88.81
Alger,MI,26003,26003,84.04
Allegan,MI,26005,26005,82.57
Alpena,MI,26007,26007,77.95
Antrim,MI,26009,26009,87.09
Arenac,MI,26011,26011,83.79
Baraga,MI,26013,26013,80.27
Barry,MI,26015,26015,83.55
Bay,MI,26017,26017,76.77
Benzie,MI,26019,26019,89.71
Berrien,MI,26021,26021,70.7
Branch,MI,26023,26023,74.22
Calhoun,MI,26025,26025,69.91
Cass,MI,26027,26027,80.02
Charlevoix,MI,26029,26029,80.87
Cheboygan,MI,26031,26031,82.38
Chippewa,MI,26033,26033,67.45
Clare,MI,26035,26035,82.91
Clinton,MI,26037,26037,79.99
Crawford,MI,26039,26039,81.19
Delta,MI,26041,26041,77.4
Dickinson,MI,26043,26043,77.36
Eaton,MI,26045,26045,72.28
Emmet,MI,26047,26047,72.83
Genesee,MI,26049,26049,70.03
Gladwin,MI,26051,26051,84.9
Gogebic,MI,26053,26053,77.46
Grand Traverse,MI,26055,26055,76.32
Gratiot,MI,26057,26057,74.31
Hillsdale,MI,26059,26059,76.47
Houghton,MI,26061,26061,66.89
Huron,MI,26063,26063,80.88
Ingham,MI,26065,26065,58.47
Ionia,MI,26067,26067,76.61
Iosco,MI,26069,26069,79.95
Iron,MI,26071,26071,80.77
Isabella,MI,26073,26073,62.14
Jackson,MI,26075,26075,73.47
Kalamazoo,MI,26077,26077,64.01
Kalkaska,MI,26079,26079,82.59
Kent,MI,26081,26081,69.78
Keweenaw,MI,26083,26083,87.97
Lake,MI,26085,26085,84.15
Lapeer,MI,26087,26087,83.95
Leelanau,MI,26089,26089,88.31
Lenawee,MI,26091,26091,77.53
Livingston,MI,26093,26093,85.4
Luce,MI,26095,26095,79.47
Mackinac,MI,26097,26097,71.85
Macomb,MI,26099,26099,73.33
Manistee,MI,26101,26101,83.44
Marquette,MI,26103,26103,70.77
Mason,MI,26105,26105,76.86
Mecosta,MI,26107,26107,73.34
Menominee,MI,26109,26109,77.72
Midland,MI,26111,26111,76.6
Missaukee,MI,26113,26113,80.12
Monroe,MI,26115,26115,79.72
Montcalm,MI,26117,26117,78.1
Montmorency,MI,26119,26119,84.05
Muskegon,MI,26121,26121,74.72
Newaygo,MI,26123,26123,83.89
Oakland,MI,26125,26125,71.03
Oceana,MI,26127,26127,82.57
Ogemaw,MI,26129,26129,81.4
Ontonagon,MI,26131,26131,88.22
Osceola,MI,26133,26133,80.67
Oscoda,MI,26135,26135,85.26
Otsego,MI,26137,26137,78.9
Ottawa,MI,26139,26139,77.7
Presque Isle,MI,26141,26141,88.79
Roscommon,MI,26143,26143,82.03
Saginaw,MI,26145,26145,71.26
St. Clair,MI,26147,26147,77.32
St. Joseph,MI,26149,26149,74.61
Sanilac,MI,26151,26151,78.72
Schoolcraft,MI,26153,26153,83.71
Shiawassee,MI,26155,26155,75.59
Tuscola,MI,26157,26157,82.43
Van Buren,MI,26159,26159,76.97
Washtenaw,MI,26161,26161,61.12
Wayne,MI,26163,26163,62.02
Wexford,MI,26165,26165,76.82
Aitkin,MN,27001,27001,82.15
Anoka,MN,27003,27003,80.1
Becker,MN,27005,27005,78.51
Beltrami,MN,27007,27007,67.06
Benton,MN,27009,27009,67.38
Big Stone,MN,27011,27011,72.93
Blue Earth,MN,27013,27013,62.01
Brown,MN,27015,27015,79.17
Carlton,MN,27017,27017,79.81
Carver,MN,27019,27019,81.91
Cass,MN,27021,27021,81.49
Chippewa,MN,27023,27023,66.71
Chisago,MN,27025,27025,86.36
Clay,MN,27027,27027,67.49
Clearwater,MN,27029,27029,81.32
Cook,MN,27031,27031,76.89
Cottonwood,MN,27033,27033,78.09
Crow Wing,MN,27035,27035,76.54
Dakota,MN,27037,27037,74.01
Dodge,MN,27039,27039,83.94
Douglas,MN,27041,27041,74.3
Faribault,MN,27043,27043,77.5
Fillmore,MN,27045,27045,80.81
Freeborn,MN,27047,27047,76.68
Goodhue,MN,27049,27049,75.28
Grant,MN,27051,27051,77.41
Hennepin,MN,27053,27053,62.37
Houston,MN,27055,27055,80.13
Hubbard,MN,27057,27057,81.19
Isanti,MN,27059,27059,82.53
Itasca,MN,27061,27061,81.27
Jackson,MN,27063,27063,81.04
Kanabec,MN,27065,27065,84.81
Kandiyohi,MN,27067,27067,74.01
Kittson,MN,27069,27069,80.54
Koochiching,MN,27071,27071,78.78
Lac qui Parle,MN,27073,27073,80.94
Lake,MN,27075,27075,82.03
Lake of the Woods,MN,27077,27077,80.88
Le Sueur,MN,27079,27079,81.59
Lincoln,MN,27081,27081,78.81
Lyon,MN,27083,27083,68.39
McLeod,MN,27085,27085,77.65
Mahnomen,MN,27087,27087,68.04
Marshall,MN,27089,27089,82.57
Martin,MN,27091,27091,73.82
Meeker,MN,27093,27093,80.39
Mille Lacs,MN,27095,27095,75.09
Morrison,MN,27097,27097,77.23
Mower,MN,27099,27099,72.98
Murray,MN,27101,27101,81.15
Nicollet,MN,27103,27103,73.88
Nobles,MN,27105,27105,70.67
Norman,MN,27107,27107,81.94
Olmsted,MN,27109,27109,72.74
Otter Tail,MN,27111,27111,78.28
Pennington,MN,27113,27113,72.83
Pine,MN,27115,27115,80.92
Pipestone,MN,27117,27117,74.91
Polk,MN,27119,27119,72.94
Pope,MN,27121,27121,77.53
Ramsey,MN,27123,27123,59.44
Red Lake,MN,27125,27125,83.58
Redwood,MN,27127,27127,78.49
Renville,MN,27129,27129,77.96
Rice,MN,27131,27131,73.98
Rock,MN,27133,27133,75.47
Roseau,MN,27135,27135,81.56
St. Louis,MN,27137,27137,71.3
Scott,MN,27139,27139,82.85
Sherburne,MN,27141,27141,83.64
Sibley,MN,27143,27143,79.11
Stearns,MN,27145,27145,68.08
Steele,MN,27147,27147,75.16
Stevens,MN,27149,27149,68.46
Swift,MN,27151,27151,70.26
Todd,MN,27153,27153,82.57
Traverse,MN,27155,27155,79.6
Wabasha,MN,27157,27157,78.63
Wadena,MN,27159,27159,76.51
Waseca,MN,27161,27161,77.51
Washington,MN,27163,27163,81.13
Watonwan,MN,27165,27165,76.89
Wilkin,MN,27167,27167,78.11
Winona,MN,27169,27169,70.43
Wright,MN,27171,27171,81.57
Yellow Medicine,MN,27173,27173,79.45
Adams,MS,28001,28001,62.42
Alcorn,MS,28003,28003,68.7
Amite,MS,28005,28005,84.9
Attala,MS,28007,28007,72.48
Benton,MS,28009,28009,80.6
Bolivar,MS,28011,28011,53.6
Calhoun,MS,28013,28013,74.55
Carroll,MS,28015,28015,81.16
Chickasaw,MS,28017,28017,69.69
Choctaw,MS,28019,28019,78.56
Claiborne,MS,28021,28021,69.46
Clarke,MS,28023,28023,83.29
Clay,MS,28025,28025,71.36
Coahoma,MS,28027,28027,50.58
Copiah,MS,28029,28029,77.24
Covington,MS,28031,28031,78.21
DeSoto,MS,28033,28033,73.99
Forrest,MS,28035,28035,54.5
Franklin,MS,28037,28037,76.91
George,MS,28039,28039,81.8
Greene,MS,28041,28041,82.78
Grenada,MS,28043,28043,63.96
Hancock,MS,28045,28045,75.52
Harrison,MS,28047,28047,56.64
Hinds,MS,28049,28049,58.02
Holmes,MS,28051,28051,61.26
Humphreys,MS,28053,28053,61.86
Issaquena,MS,28055,28055,43.69
Itawamba,MS,28057,28057,76.34
Jackson,MS,28059,28059,69.79
Jasper,MS,28061,28061,85.04
Jefferson,MS,28063,28063,67.36
Jefferson Davis,MS,28065,28065,75.6
Jones,MS,28067,28067,72.65
Kemper,MS,28069,28069,73.64
Lafayette,MS,28071,28071,62.05
Lamar,MS,28073,28073,67.46
Lauderdale,MS,28075,28075,64.46
Lawrence,MS,28077,28077,75.19
Leake,MS,28079,28079,70.8
Lee,MS,28081,28081,67.87
Leflore,MS,28083,28083,50.61
Lincoln,MS,28085,28085,75.34
Lowndes,MS,28087,28087,63.53
Madison,MS,28089,28089,71.68
Marion,MS,28091,28091,82.25
Marshall,MS,28093,28093,75.51
Monroe,MS,28095,28095,74.3
Montgomery,MS,28097,28097,69.24
Neshoba,MS,28099,28099,71.55
Newton,MS,28101,28101,77.16
Noxubee,MS,28103,28103,72.93
Oktibbeha,MS,28105,28105,51.7
Panola,MS,28107,28107,69.63
Pearl River,MS,28109,28109,77.8
Perry,MS,28111,28111,82.24
Pike,MS,28113,28113,69.01
Pontotoc,MS,28115,28115,71.27
Prentiss,MS,28117,28117,72.73
Quitman,MS,28119,28119,58.67
Rankin,MS,28121,28121,76.51
Scott,MS,28123,28123,74.12
Sharkey,MS,28125,28125,64.08
Simpson,MS,28127,28127,79.74
Smith,MS,28129,28129,83.02
Stone,MS,28131,28131,74.52
Sunflower,MS,28133,28133,53.57
Tallahatchie,MS,28135,28135,71.96
Tate,MS,28137,28137,74.83
Tippah,MS,28139,28139,72.3
Tishomingo,MS,28141,28141,75.52
Tunica,MS,28143,28143,40.23
Union,MS,28145,28145,73.14
Walthall,MS,28147,28147,87.88
Warren,MS,28149,28149,66.1
Washington,MS,28151,28151,52.89
Wayne,MS,28153,28153,83.47
Webster,MS,28155,28155,76.31
Wilkinson,MS,28157,28157,79.94
Winston,MS,28159,28159,73.09
Yalobusha,MS,28161,28161,70.04
Yazoo,MS,28163,28163,63.16
Adair,MO,29001,29001,60.07
Andrew,MO,29003,29003,79.93
Atchison,MO,29005,29005,69.71
Audrain,MO,29007,29007,68.49
Barry,MO,29009,29009,73.74
Barton,MO,29011,29011,70.07
Bates,MO,29013,29013,72.72
Benton,MO,29015,29015,81.63
Bollinger,MO,29017,29017,80.82
Boone,MO,29019,29019,55.61
Buchanan,MO,29021,29021,62.35
Butler,MO,29023,29023,63.69
Caldwell,MO,29025,29025,76.12
Callaway,MO,29027,29027,72.51
Camden,MO,29029,29029,80.71
Cape Girardeau,MO,29031,29031,64.98
Carroll,MO,29033,29033,74.25
Carter,MO,29035,29035,77.41
Cass,MO,29037,29037,76.5
Cedar,MO,29039,29039,70.71
Chariton,MO,29041,29041,78.26
Christian,MO,29043,29043,74.25
Clark,MO,29045,29045,74.86
Clay,MO,29047,29047,68.65
Clinton,MO,29049,29049,76.42
Cole,MO,29051,29051,66.29
Cooper,MO,29053,29053,72.57
Crawford,MO,29055,29055,71.43
Dade,MO,29057,29057,76.79
Dallas,MO,29059,29059,76.07
Daviess,MO,29061,29061,79.31
DeKalb,MO,29063,29063,69.11
Dent,MO,29065,29065,73.5
Douglas,MO,29067,29067,79.75
Dunklin,MO,29069,29069,62.04
Franklin,MO,29071,29071,74.51
Gasconade,MO,29073,29073,78.36
Gentry,MO,29075,29075,73.58
Greene,MO,29077,29077,56.05
Grundy,MO,29079,29079,68.24
Harrison,MO,29081,29081,72.7
Henry,MO,29083,29083,72.23
Hickory,MO,29085,29085,82.22
Holt,MO,29087,29087,76.21
Howard,MO,29089,29089,78.25
Howell,MO,29091,29091,68.4
Iron,MO,29093,29093,70.81
Jackson,MO,29095,29095,58.24
Jasper,MO,29097,29097,63.59
