County,State,FIPS Code,Formatted FIPS,"Estimated percent of all people 65 or older, between 2015-2019."
Ripley,IN,18137,18137,17.35
Rush,IN,18139,18139,17.87
St. Joseph,IN,18141,18141,15.4
Scott,IN,18143,18143,16.61
Shelby,IN,18145,18145,16.65
Spencer,IN,18147,18147,19.27
Starke,IN,18149,18149,17.82
Steuben,IN,18151,18151,19.58
Sullivan,IN,18153,18153,17.26
Switzerland,IN,18155,18155,17.73
Tippecanoe,IN,18157,18157,11.13
Tipton,IN,18159,18159,20.28
Union,IN,18161,18161,18.82
Vanderburgh,IN,18163,18163,16.42
Vermillion,IN,18165,18165,19.45
Vigo,IN,18167,18167,15.96
Wabash,IN,18169,18169,20.39
Warren,IN,18171,18171,20.13
Warrick,IN,18173,18173,17.01
Washington,IN,18175,18175,16.72
Wayne,IN,18177,18177,18.79
Wells,IN,18179,18179,17.94
White,IN,18181,18181,19.51
Whitley,IN,18183,18183,17.62
Adair,IA,19001,19001,22.1
Adams,IA,19003,19003,22.78
Allamakee,IA,19005,19005,22.27
Appanoose,IA,19007,19007,22.7
Audubon,IA,19009,19009,24.3
Benton,IA,19011,19011,18.06
Black Hawk,IA,19013,19013,15.97
Boone,IA,19015,19015,17.69
Bremer,IA,19017,19017,19.57
Buchanan,IA,19019,19019,17.85
Buena Vista,IA,19021,19021,15.09
Butler,IA,19023,19023,22.34
Calhoun,IA,19025,19025,22.8
Carroll,IA,19027,19027,19.72
Cass,IA,19029,19029,22.57
Cedar,IA,19031,19031,19.25
Cerro Gordo,IA,19033,19033,21.11
Cherokee,IA,19035,19035,23.5
Chickasaw,IA,19037,19037,20.12
Clarke,IA,19039,19039,17.85
Clay,IA,19041,19041,20.54
Clayton,IA,19043,19043,22.95
Clinton,IA,19045,19045,19.31
Crawford,IA,19047,19047,17.02
Dallas,IA,19049,19049,11.89
Davis,IA,19051,19051,17.43
Decatur,IA,19053,19053,19.64
Delaware,IA,19055,19055,19.07
Des Moines,IA,19057,19057,20.26
Dickinson,IA,19059,19059,25.54
Dubuque,IA,19061,19061,17.3
Emmet,IA,19063,19063,20.52
Fayette,IA,19065,19065,21
Floyd,IA,19067,19067,21.72
Franklin,IA,19069,19069,20.75
Fremont,IA,19071,19071,22.27
Greene,IA,19073,19073,22.3
Grundy,IA,19075,19075,20.48
Guthrie,IA,19077,19077,22.1
Hamilton,IA,19079,19079,20.16
Hancock,IA,19081,19081,21.83
Hardin,IA,19083,19083,21.3
Harrison,IA,19085,19085,19.42
Henry,IA,19087,19087,18.43
Howard,IA,19089,19089,20.23
Humboldt,IA,19091,19091,20.8
Ida,IA,19093,19093,21.9
Iowa,IA,19095,19095,18.43
Jackson,IA,19097,19097,20.4
Jasper,IA,19099,19099,18.9
Jefferson,IA,19101,19101,21.57
Johnson,IA,19103,19103,11.31
Jones,IA,19105,19105,20.16
Keokuk,IA,19107,19107,21.54
Kossuth,IA,19109,19109,23.07
Lee,IA,19111,19111,19.88
Linn,IA,19113,19113,15.53
Louisa,IA,19115,19115,18.33
Lucas,IA,19117,19117,21.39
Lyon,IA,19119,19119,17.86
Madison,IA,19121,19121,17.08
Mahaska,IA,19123,19123,18.07
Marion,IA,19125,19125,17.5
Marshall,IA,19127,19127,17.69
Mills,IA,19129,19129,18.03
Mitchell,IA,19131,19131,21.74
Monona,IA,19133,19133,24.34
Monroe,IA,19135,19135,19.64
Montgomery,IA,19137,19137,20.89
Muscatine,IA,19139,19139,16.11
O'Brien,IA,19141,19141,20.5
Osceola,IA,19143,19143,20.97
Page,IA,19145,19145,21.65
Palo Alto,IA,19147,19147,21.53
Plymouth,IA,19149,19149,18.07
Pocahontas,IA,19151,19151,22.72
Polk,IA,19153,19153,12.76
Pottawattamie,IA,19155,19155,16.96
Poweshiek,IA,19157,19157,20.2
Ringgold,IA,19159,19159,24.01
Sac,IA,19161,19161,23.16
Scott,IA,19163,19163,15.77
Shelby,IA,19165,19165,22.68
Sioux,IA,19167,19167,15.22
Story,IA,19169,19169,11.8
Tama,IA,19171,19171,19.52
Taylor,IA,19173,19173,21.97
Union,IA,19175,19175,20.03
Van Buren,IA,19177,19177,22.13
Wapello,IA,19179,19179,17.36
Warren,IA,19181,19181,15.54
Washington,IA,19183,19183,18.74
Wayne,IA,19185,19185,21.7
Webster,IA,19187,19187,18.02
Winnebago,IA,19189,19189,20.86
Winneshiek,IA,19191,19191,20.02
Woodbury,IA,19193,19193,14.69
Worth,IA,19195,19195,20.19
Wright,IA,19197,19197,22.03
Allen,KS,20001,20001,20.24
Anderson,KS,20003,20003,21.15
Atchison,KS,20005,20005,16.92
Barber,KS,20007,20007,21.58
Barton,KS,20009,20009,18.85
Bourbon,KS,20011,20011,19.44
Brown,KS,20013,20013,19.5
Butler,KS,20015,20015,14.84
Chase,KS,20017,20017,24.16
Chautauqua,KS,20019,20019,26.06
Cherokee,KS,20021,20021,19.02
Cheyenne,KS,20023,20023,26.45
Clark,KS,20025,20025,23.59
Clay,KS,20027,20027,23.11
Cloud,KS,20029,20029,20.99
Coffey,KS,20031,20031,20.8
Comanche,KS,20033,20033,26.09
Cowley,KS,20035,20035,18.1
Crawford,KS,20037,20037,15.19
Decatur,KS,20039,20039,27.45
Dickinson,KS,20041,20041,19.46
Doniphan,KS,20043,20043,18.86
Douglas,KS,20045,20045,11.81
Edwards,KS,20047,20047,21.12
Elk,KS,20049,20049,28.93
Ellis,KS,20051,20051,15
Ellsworth,KS,20053,20053,20.61
Finney,KS,20055,20055,10.63
Ford,KS,20057,20057,10.59
Franklin,KS,20059,20059,16.45
Geary,KS,20061,20061,8.13
Gove,KS,20063,20063,26.55
Graham,KS,20065,20065,26.52
Grant,KS,20067,20067,12.88
Gray,KS,20069,20069,14.82
Greeley,KS,20071,20071,20.51
Greenwood,KS,20073,20073,24.72
Hamilton,KS,20075,20075,13.55
Harper,KS,20077,20077,22.26
Harvey,KS,20079,20079,19.17
Haskell,KS,20081,20081,14.19
Hodgeman,KS,20083,20083,22.01
Jackson,KS,20085,20085,18.83
Jefferson,KS,20087,20087,18.46
Jewell,KS,20089,20089,29.64
Johnson,KS,20091,20091,14.06
Kearny,KS,20093,20093,14.64
Kingman,KS,20095,20095,21.8
Kiowa,KS,20097,20097,21.32
Labette,KS,20099,20099,18.48
Lane,KS,20101,20101,18.41
Leavenworth,KS,20103,20103,14.11
Lincoln,KS,20105,20105,23.69
Linn,KS,20107,20107,22.1
Logan,KS,20109,20109,20.18
Lyon,KS,20111,20111,14.77
McPherson,KS,20113,20113,19.51
Marion,KS,20115,20115,23.1
Marshall,KS,20117,20117,21.35
Meade,KS,20119,20119,17.32
Miami,KS,20121,20121,17.04
Mitchell,KS,20123,20123,23.63
Montgomery,KS,20125,20125,19.24
Morris,KS,20127,20127,24.34
Morton,KS,20129,20129,20.99
Nemaha,KS,20131,20131,19.68
Neosho,KS,20133,20133,19.21
Ness,KS,20135,20135,25.28
Norton,KS,20137,20137,20.51
Osage,KS,20139,20139,19.55
Osborne,KS,20141,20141,24.42
Ottawa,KS,20143,20143,19.87
Pawnee,KS,20145,20145,20.27
Phillips,KS,20147,20147,22.83
Pottawatomie,KS,20149,20149,14.1
Pratt,KS,20151,20151,18.88
Rawlins,KS,20153,20153,26.86
Reno,KS,20155,20155,19.31
Republic,KS,20157,20157,27.42
Rice,KS,20159,20159,18.64
Riley,KS,20161,20161,8.91
Rooks,KS,20163,20163,22.13
Rush,KS,20165,20165,24.85
Russell,KS,20167,20167,23.56
Saline,KS,20169,20169,17.21
Scott,KS,20171,20171,18.12
Sedgwick,KS,20173,20173,14.04
Seward,KS,20175,20175,9.39
Shawnee,KS,20177,20177,17.6
Sheridan,KS,20179,20179,23.5
Sherman,KS,20181,20181,18.76
Smith,KS,20183,20183,27.32
Stafford,KS,20185,20185,21.07
Stanton,KS,20187,20187,17.11
Stevens,KS,20189,20189,14.56
Sumner,KS,20191,20191,18.3
Thomas,KS,20193,20193,16.34
Trego,KS,20195,20195,25.28
Wabaunsee,KS,20197,20197,19.52
Wallace,KS,20199,20199,22.17
Washington,KS,20201,20201,23.83
Wichita,KS,20203,20203,18.78
Wilson,KS,20205,20205,21.02
Woodson,KS,20207,20207,24.42
Wyandotte,KS,20209,20209,12.03
Adair,KY,21001,21001,18.58
Allen,KY,21003,21003,17.32
Anderson,KY,21005,21005,15.44
Ballard,KY,21007,21007,20.74
Barren,KY,21009,21009,17.15
Bath,KY,21011,21011,16.16
Bell,KY,21013,21013,18.58
Boone,KY,21015,21015,12.89
Bourbon,KY,21017,21017,18.95
Boyd,KY,21019,21019,18.9
Boyle,KY,21021,21021,18.55
Bracken,KY,21023,21023,16.15
Breathitt,KY,21025,21025,16.47
Breckinridge,KY,21027,21027,19.27
Bullitt,KY,21029,21029,15.32
Butler,KY,21031,21031,18.07
Caldwell,KY,21033,21033,20.89
Calloway,KY,21035,21035,16.83
Campbell,KY,21037,21037,15.2
Carlisle,KY,21039,21039,20.63
Carroll,KY,21041,21041,15.09
Carter,KY,21043,21043,18.28
Casey,KY,21045,21045,19.91
Christian,KY,21047,21047,12.06
Clark,KY,21049,21049,17.54
Clay,KY,21051,21051,14.75
Clinton,KY,21053,21053,19.08
Crittenden,KY,21055,21055,20.23
Cumberland,KY,21057,21057,21.5
Daviess,KY,21059,21059,16.7
Edmonson,KY,21061,21061,20.16
Elliott,KY,21063,21063,18.97
Estill,KY,21065,21065,18.6
Fayette,KY,21067,21067,12.96
Fleming,KY,21069,21069,17.48
Floyd,KY,21071,21071,17.5
Franklin,KY,21073,21073,17.03
Fulton,KY,21075,21075,20.07
Gallatin,KY,21077,21077,13.65
Garrard,KY,21079,21079,17.89
Grant,KY,21081,21081,13.64
Graves,KY,21083,21083,18.23
Grayson,KY,21085,21085,17.23
Green,KY,21087,21087,20.14
Greenup,KY,21089,21089,20.29
Hancock,KY,21091,21091,16.87
Hardin,KY,21093,21093,13.69
Harlan,KY,21095,21095,17.9
Harrison,KY,21097,21097,17.44
Hart,KY,21099,21099,16.36
Henderson,KY,21101,21101,17.21
Henry,KY,21103,21103,17
Hickman,KY,21105,21105,24.32
Hopkins,KY,21107,21107,17.99
Jackson,KY,21109,21109,17.01
Jefferson,KY,21111,21111,15.74
Jessamine,KY,21113,21113,14.68
Johnson,KY,21115,21115,17.7
Kenton,KY,21117,21117,13.95
Knott,KY,21119,21119,17.65
Knox,KY,21121,21121,17.11
Larue,KY,21123,21123,17.11
Laurel,KY,21125,21125,16.06
Lawrence,KY,21127,21127,17.08
Lee,KY,21129,21129,17.38
Leslie,KY,21131,21131,17.43
Letcher,KY,21133,21133,18.52
Lewis,KY,21135,21135,17.87
Lincoln,KY,21137,21137,17.84
Livingston,KY,21139,21139,21.03
Logan,KY,21141,21141,18.2
Lyon,KY,21143,21143,26.71
McCracken,KY,21145,21145,19.38
McCreary,KY,21147,21147,15.3
McLean,KY,21149,21149,19.23
Madison,KY,21151,21151,13.36
Magoffin,KY,21153,21153,16.76
Marion,KY,21155,21155,16.49
Marshall,KY,21157,21157,21.68
Martin,KY,21159,21159,15.69
Mason,KY,21161,21161,17.47
Meade,KY,21163,21163,13.97
Menifee,KY,21165,21165,20.21
Mercer,KY,21167,21167,18.46
Metcalfe,KY,21169,21169,18.77
Monroe,KY,21171,21171,18.41
Montgomery,KY,21173,21173,15.77
Morgan,KY,21175,21175,16.45
Muhlenberg,KY,21177,21177,18.62
Nelson,KY,21179,21179,15.28
Nicholas,KY,21181,21181,16.86
Ohio,KY,21183,21183,17.64
Oldham,KY,21185,21185,12.71
Owen,KY,21187,21187,17.89
Owsley,KY,21189,21189,19
Pendleton,KY,21191,21191,15.52
Perry,KY,21193,21193,16.33
Pike,KY,21195,21195,18.09
Powell,KY,21197,21197,15.49
Pulaski,KY,21199,21199,18.66
Robertson,KY,21201,21201,21.48
Rockcastle,KY,21203,21203,17.8
Rowan,KY,21205,21205,13.62
Russell,KY,21207,21207,19.75
Scott,KY,21209,21209,11.85
Shelby,KY,21211,21211,15.3
Simpson,KY,21213,21213,16.42
Spencer,KY,21215,21215,13.47
Taylor,KY,21217,21217,17.41
Todd,KY,21219,21219,15.6
Trigg,KY,21221,21221,22.2
Trimble,KY,21223,21223,17.12
Union,KY,21225,21225,16.19
Warren,KY,21227,21227,12.66
Washington,KY,21229,21229,17.89
Wayne,KY,21231,21231,20.07
Webster,KY,21233,21233,17.36
Whitley,KY,21235,21235,15.78
Wolfe,KY,21237,21237,19.09
Woodford,KY,21239,21239,17.74
Acadia,LA,22001,22001,14.86
Allen,LA,22003,22003,14.74
Ascension,LA,22005,22005,11.38
Assumption,LA,22007,22007,17.36
Avoyelles,LA,22009,22009,16.71
Beauregard,LA,22011,22011,15.39
Bienville,LA,22013,22013,20.3
Bossier,LA,22015,22015,13.82
Caddo,LA,22017,22017,16.52
Calcasieu,LA,22019,22019,14.57
Caldwell,LA,22021,22021,18.13
Cameron,LA,22023,22023,15.99
Catahoula,LA,22025,22025,16.78
Claiborne,LA,22027,22027,18.86
Concordia,LA,22029,22029,16.89
De Soto,LA,22031,22031,17.22
East Baton Rouge,LA,22033,22033,13.72
East Carroll,LA,22035,22035,14.04
East Feliciana,LA,22037,22037,17.05
Evangeline,LA,22039,22039,15.09
Franklin,LA,22041,22041,17.65
Grant,LA,22043,22043,14.69
Iberia,LA,22045,22045,14.47
Iberville,LA,22047,22047,15.15
Jackson,LA,22049,22049,20.08
Jefferson,LA,22051,22051,16.63
Jefferson Davis,LA,22053,22053,16.11
Lafayette,LA,22055,22055,12.7
Lafourche,LA,22057,22057,15.04
La Salle,LA,22059,22059,16.7
Lincoln,LA,22061,22061,13.4
Livingston,LA,22063,22063,12.91
Madison,LA,22065,22065,13.86
Morehouse,LA,22067,22067,18.22
Natchitoches,LA,22069,22069,16.05
Orleans,LA,22071,22071,14.14
Ouachita,LA,22073,22073,14.46
Plaquemines,LA,22075,22075,13.03
Pointe Coupee,LA,22077,22077,20.19
Rapides,LA,22079,22079,15.88
Red River,LA,22081,22081,18.74
Richland,LA,22083,22083,17.17
Sabine,LA,22085,22085,20.11
St. Bernard,LA,22087,22087,11.05
St. Charles,LA,22089,22089,13.04
St. Helena,LA,22091,22091,18.85
St. James,LA,22093,22093,16.7
St. John the Baptist,LA,22095,22095,13.73
St. Landry,LA,22097,22097,15.76
St. Martin,LA,22099,22099,14.72
St. Mary,LA,22101,22101,16.07
St. Tammany,LA,22103,22103,16.39
Tangipahoa,LA,22105,22105,14
Tensas,LA,22107,22107,23.77
Terrebonne,LA,22109,22109,13.86
Union,LA,22111,22111,20.24
Vermilion,LA,22113,22113,15.05
Vernon,LA,22115,22115,11.73
Washington,LA,22117,22117,17.52
Webster,LA,22119,22119,19.28
West Baton Rouge,LA,22121,22121,13.33
West Carroll,LA,22123,22123,18.73
West Feliciana,LA,22125,22125,14.07
Winn,LA,22127,22127,18.28
Androscoggin,ME,23001,23001,17.29
Aroostook,ME,23003,23003,23.42
Cumberland,ME,23005,23005,17.84
Franklin,ME,23007,23007,21.47
Hancock,ME,23009,23009,24.05
Kennebec,ME,23011,23011,19.42
Knox,ME,23013,23013,24.26
Lincoln,ME,23015,23015,27.08
Oxford,ME,23017,23017,21.25
Penobscot,ME,23019,23019,18.02
Piscataquis,ME,23021,23021,25.89
Sagadahoc,ME,23023,23023,21.8
Somerset,ME,23025,23025,20.67
Waldo,ME,23027,23027,21.78
Washington,ME,23029,23029,23.76
York,ME,23031,23031,19.88
Allegany,MD,24001,24001,19.83
Anne Arundel,MD,24003,24003,14.4
Baltimore,MD,24005,24005,16.82
Calvert,MD,24009,24009,14.48
Caroline,MD,24011,24011,16.03
Carroll,MD,24013,24013,16.36
Cecil,MD,24015,24015,15.25
Charles,MD,24017,24017,12.18
Dorchester,MD,24019,24019,20.96
Frederick,MD,24021,24021,14.11
Garrett,MD,24023,24023,22.01
Harford,MD,24025,24025,15.8
Howard,MD,24027,24027,13.41
Kent,MD,24029,24029,26.21
Montgomery,MD,24031,24031,15.03
Prince George's,MD,24033,24033,12.86
Queen Anne's,MD,24035,24035,18.37
St. Mary's,MD,24037,24037,12.55
Somerset,MD,24039,24039,16.22
Talbot,MD,24041,24041,28.51
Washington,MD,24043,24043,16.81
Wicomico,MD,24045,24045,15.45
Worcester,MD,24047,24047,27.31
Baltimore City,MD,24510,24510,13.58
Barnstable,MA,25001,25001,29.78
Berkshire,MA,25003,25003,22.64
Bristol,MA,25005,25005,16.63
Dukes,MA,25007,25007,23.3
Essex,MA,25009,25009,16.7
Franklin,MA,25011,25011,21.14
Hampden,MA,25013,25013,16.46
Hampshire,MA,25015,25015,16.61
Middlesex,MA,25017,25017,14.99
Nantucket,MA,25019,25019,14.6
Norfolk,MA,25021,25021,16.56
Plymouth,MA,25023,25023,17.61
Suffolk,MA,25025,25025,11.76
Worcester,MA,25027,25027,15.28
Alcona,MI,26001,26001,35.84
Alger,MI,26003,26003,24.66
Allegan,MI,26005,26005,16.05
Alpena,MI,26007,26007,22.75
Antrim,MI,26009,26009,26.67
Arenac,MI,26011,26011,24.3
Baraga,MI,26013,26013,21.7
Barry,MI,26015,26015,18.03
Bay,MI,26017,26017,19.61
Benzie,MI,26019,26019,25.8
Berrien,MI,26021,26021,19.3
Branch,MI,26023,26023,18.16
Calhoun,MI,26025,26025,17.31
Cass,MI,26027,26027,20.29
Charlevoix,MI,26029,26029,23.69
Cheboygan,MI,26031,26031,26.76
Chippewa,MI,26033,26033,17.68
Clare,MI,26035,26035,23.23
Clinton,MI,26037,26037,16.45
Crawford,MI,26039,26039,24.91
Delta,MI,26041,26041,23.36
Dickinson,MI,26043,26043,21.98
Eaton,MI,26045,26045,17.91
Emmet,MI,26047,26047,21.73
Genesee,MI,26049,26049,17
Gladwin,MI,26051,26051,26.33
Gogebic,MI,26053,26053,25.58
Grand Traverse,MI,26055,26055,19.19
Gratiot,MI,26057,26057,17.2
Hillsdale,MI,26059,26059,19.06
Houghton,MI,26061,26061,16.98
Huron,MI,26063,26063,24.72
Ingham,MI,26065,26065,13.12
Ionia,MI,26067,26067,14.5
Iosco,MI,26069,26069,29.06
Iron,MI,26071,26071,29.99
Isabella,MI,26073,26073,12.17
Jackson,MI,26075,26075,17.2
Kalamazoo,MI,26077,26077,14.6
Kalkaska,MI,26079,26079,19.77
Kent,MI,26081,26081,13.25
Keweenaw,MI,26083,26083,35.1
Lake,MI,26085,26085,27.74
Lapeer,MI,26087,26087,17.59
Leelanau,MI,26089,26089,30.03
Lenawee,MI,26091,26091,18.35
Livingston,MI,26093,26093,16.53
Luce,MI,26095,26095,21.36
Mackinac,MI,26097,26097,27.35
Macomb,MI,26099,26099,16.59
Manistee,MI,26101,26101,24.98
Marquette,MI,26103,26103,18.43
Mason,MI,26105,26105,23.07
Mecosta,MI,26107,26107,18.09
Menominee,MI,26109,26109,23.65
Midland,MI,26111,26111,17.98
Missaukee,MI,26113,26113,20.34
Monroe,MI,26115,26115,17.5
Montcalm,MI,26117,26117,17.07
Montmorency,MI,26119,26119,31.38
Muskegon,MI,26121,26121,16.47
Newaygo,MI,26123,26123,18.84
Oakland,MI,26125,26125,16.36
Oceana,MI,26127,26127,20.37
Ogemaw,MI,26129,26129,25.24
Ontonagon,MI,26131,26131,35.44
Osceola,MI,26133,26133,20.62
Oscoda,MI,26135,26135,27
Otsego,MI,26137,26137,20.73
Ottawa,MI,26139,26139,14.62
Presque Isle,MI,26141,26141,30.61
Roscommon,MI,26143,26143,31.94
Saginaw,MI,26145,26145,18.66
St. Clair,MI,26147,26147,18.23
St. Joseph,MI,26149,26149,17.37
Sanilac,MI,26151,26151,21.01
Schoolcraft,MI,26153,26153,26.49
Shiawassee,MI,26155,26155,17.78
Tuscola,MI,26157,26157,19.85
Van Buren,MI,26159,26159,17.59
Washtenaw,MI,26161,26161,13.44
Wayne,MI,26163,26163,15.05
Wexford,MI,26165,26165,18.63
Aitkin,MN,27001,27001,32.49
Anoka,MN,27003,27003,13.53
Becker,MN,27005,27005,20.22
Beltrami,MN,27007,27007,15.55
Benton,MN,27009,27009,13.77
Big Stone,MN,27011,27011,25.64
Blue Earth,MN,27013,27013,13.37
Brown,MN,27015,27015,20.84
Carlton,MN,27017,27017,17
Carver,MN,27019,27019,11.41
Cass,MN,27021,27021,25.3
Chippewa,MN,27023,27023,20.88
Chisago,MN,27025,27025,14.94
Clay,MN,27027,27027,12.91
Clearwater,MN,27029,27029,20.27
Cook,MN,27031,27031,27.27
Cottonwood,MN,27033,27033,22.73
Crow Wing,MN,27035,27035,22.01
Dakota,MN,27037,27037,13.63
Dodge,MN,27039,27039,14.42
Douglas,MN,27041,27041,22.45
Faribault,MN,27043,27043,22.71
Fillmore,MN,27045,27045,20.52
Freeborn,MN,27047,27047,21.99
Goodhue,MN,27049,27049,18.99
Grant,MN,27051,27051,23.29
Hennepin,MN,27053,27053,13.68
Houston,MN,27055,27055,20.76
Hubbard,MN,27057,27057,24.85
Isanti,MN,27059,27059,15.53
Itasca,MN,27061,27061,22.63
Jackson,MN,27063,27063,21.62
Kanabec,MN,27065,27065,20.21
Kandiyohi,MN,27067,27067,18.33
Kittson,MN,27069,27069,23.94
Koochiching,MN,27071,27071,24.4
Lac qui Parle,MN,27073,27073,26.66
Lake,MN,27075,27075,25.74
Lake of the Woods,MN,27077,27077,23.5
Le Sueur,MN,27079,27079,17.1
Lincoln,MN,27081,27081,24.63
Lyon,MN,27083,27083,15.47
McLeod,MN,27085,27085,18.27
Mahnomen,MN,27087,27087,17.52
Marshall,MN,27089,27089,21.04
Martin,MN,27091,27091,22.94
Meeker,MN,27093,27093,19.42
Mille Lacs,MN,27095,27095,18.06
Morrison,MN,27097,27097,18.95
Mower,MN,27099,27099,18.35
Murray,MN,27101,27101,25.35
Nicollet,MN,27103,27103,15.66
Nobles,MN,27105,27105,16.05
Norman,MN,27107,27107,21.41
Olmsted,MN,27109,27109,15.08
Otter Tail,MN,27111,27111,23.33
Pennington,MN,27113,27113,17.94
Pine,MN,27115,27115,20.1
Pipestone,MN,27117,27117,20.71
Polk,MN,27119,27119,18
Pope,MN,27121,27121,23.71
Ramsey,MN,27123,27123,14.09
Red Lake,MN,27125,27125,19.98
Redwood,MN,27127,27127,21.09
Renville,MN,27129,27129,20.49
Rice,MN,27131,27131,15.15
Rock,MN,27133,27133,19.85
Roseau,MN,27135,27135,16.68
St. Louis,MN,27137,27137,18.84
Scott,MN,27139,27139,10.42
Sherburne,MN,27141,27141,10.86
Sibley,MN,27143,27143,18.08
Stearns,MN,27145,27145,14.57
Steele,MN,27147,27147,17.04
Stevens,MN,27149,27149,16.85
Swift,MN,27151,27151,21.84
Todd,MN,27153,27153,20.91
Traverse,MN,27155,27155,24.83
Wabasha,MN,27157,27157,21.18
Wadena,MN,27159,27159,20.97
Waseca,MN,27161,27161,17.39
Washington,MN,27163,27163,14.42
Watonwan,MN,27165,27165,19.95
Wilkin,MN,27167,27167,18.77
Winona,MN,27169,27169,16.42
Wright,MN,27171,27171,12.17
Yellow Medicine,MN,27173,27173,20.15
Adams,MS,28001,28001,18.28
Alcorn,MS,28003,28003,18.21
Amite,MS,28005,28005,22.77
Attala,MS,28007,28007,19.04
Benton,MS,28009,28009,17.37
Bolivar,MS,28011,28011,15.01
Calhoun,MS,28013,28013,18.37
Carroll,MS,28015,28015,22.85
Chickasaw,MS,28017,28017,16.83
Choctaw,MS,28019,28019,21.4
Claiborne,MS,28021,28021,15.98
Clarke,MS,28023,28023,19.96
Clay,MS,28025,28025,17.86
Coahoma,MS,28027,28027,14.62
Copiah,MS,28029,28029,16.82
Covington,MS,28031,28031,16.97
DeSoto,MS,28033,28033,12.64
Forrest,MS,28035,28035,13.29
Franklin,MS,28037,28037,19.26
George,MS,28039,28039,14.71
Greene,MS,28041,28041,13.4
Grenada,MS,28043,28043,17.42
Hancock,MS,28045,28045,19.73
Harrison,MS,28047,28047,14.47
Hinds,MS,28049,28049,13.63
Holmes,MS,28051,28051,14.52
Humphreys,MS,28053,28053,16.33
Issaquena,MS,28055,28055,16.16
Itawamba,MS,28057,28057,17.3
Jackson,MS,28059,28059,15.58
Jasper,MS,28061,28061,19.67
Jefferson,MS,28063,28063,15.36
Jefferson Davis,MS,28065,28065,21.84
Jones,MS,28067,28067,16.42
Kemper,MS,28069,28069,19.36
Lafayette,MS,28071,28071,12.14
Lamar,MS,28073,28073,13.14
Lauderdale,MS,28075,28075,16.6
Lawrence,MS,28077,28077,17.52
Leake,MS,28079,28079,15.86
Lee,MS,28081,28081,14.54
Leflore,MS,28083,28083,13.81
Lincoln,MS,28085,28085,16.71
Lowndes,MS,28087,28087,15.48
Madison,MS,28089,28089,12.82
Marion,MS,28091,28091,18.01
Marshall,MS,28093,28093,16.98
Monroe,MS,28095,28095,18.98
Montgomery,MS,28097,28097,20.74
Neshoba,MS,28099,28099,15.69
Newton,MS,28101,28101,16.12
Noxubee,MS,28103,28103,15.94
Oktibbeha,MS,28105,28105,11.03
Panola,MS,28107,28107,15.35
Pearl River,MS,28109,28109,18.41
Perry,MS,28111,28111,17.22
Pike,MS,28113,28113,16.62
Pontotoc,MS,28115,28115,14.68
Prentiss,MS,28117,28117,17.61
Quitman,MS,28119,28119,16.61
Rankin,MS,28121,28121,14.74
Scott,MS,28123,28123,14.88
Sharkey,MS,28125,28125,18.19
Simpson,MS,28127,28127,17.16
Smith,MS,28129,28129,18.95
Stone,MS,28131,28131,16.05
Sunflower,MS,28133,28133,12.93
Tallahatchie,MS,28135,28135,14.58
Tate,MS,28137,28137,16.12
Tippah,MS,28139,28139,15.66
Tishomingo,MS,28141,28141,20.52
Tunica,MS,28143,28143,11.75
Union,MS,28145,28145,16.41
Walthall,MS,28147,28147,19.11
Warren,MS,28149,28149,16.06
Washington,MS,28151,28151,15.41
Wayne,MS,28153,28153,16.76
Webster,MS,28155,28155,17.93
Wilkinson,MS,28157,28157,16.87
Winston,MS,28159,28159,19.96
Yalobusha,MS,28161,28161,19.72
Yazoo,MS,28163,28163,12.74
Adair,MO,29001,29001,14.41
Andrew,MO,29003,29003,18.73
Atchison,MO,29005,29005,25.38
Audrain,MO,29007,29007,17.32
Barry,MO,29009,29009,20.22
Barton,MO,29011,29011,20.11
Bates,MO,29013,29013,19.26
Benton,MO,29015,29015,30.32
Bollinger,MO,29017,29017,19.6
Boone,MO,29019,29019,11.87
Buchanan,MO,29021,29021,15.84
Butler,MO,29023,29023,18.52
Caldwell,MO,29025,29025,19.35
Callaway,MO,29027,29027,15.84
Camden,MO,29029,29029,27.67
Cape Girardeau,MO,29031,29031,16.2
Carroll,MO,29033,29033,21.36
Carter,MO,29035,29035,19.64
Cass,MO,29037,29037,16.51
Cedar,MO,29039,29039,23.33
Chariton,MO,29041,29041,23.75
Christian,MO,29043,29043,15.22
Clark,MO,29045,29045,20.61
Clay,MO,29047,29047,13.83
Clinton,MO,29049,29049,17.48
Cole,MO,29051,29051,16.04
Cooper,MO,29053,29053,17.2
Crawford,MO,29055,29055,19.18
Dade,MO,29057,29057,23.21
Dallas,MO,29059,29059,20.5
Daviess,MO,29061,29061,20.45
DeKalb,MO,29063,29063,16.63
Dent,MO,29065,29065,21.48
Douglas,MO,29067,29067,23.91
Dunklin,MO,29069,29069,17.84
Franklin,MO,29071,29071,16.88
Gasconade,MO,29073,29073,22.33
Gentry,MO,29075,29075,19.6
Greene,MO,29077,29077,16.1
Grundy,MO,29079,29079,21.74
Harrison,MO,29081,29081,22.33
Henry,MO,29083,29083,21.38
Hickory,MO,29085,29085,33.52
Holt,MO,29087,29087,24.93
Howard,MO,29089,29089,18.46
Howell,MO,29091,29091,19.58
Iron,MO,29093,29093,21.94
Jackson,MO,29095,29095,14.64
Jasper,MO,29097,29097,15.18
Jefferson,MO,29099,29099,14.51
