County,State,FIPS Code,Formatted FIPS,"Estimated percent of people with at least a Bachelor's degree, b"
Parke,IN,18121,18121,11.99
Perry,IN,18123,18123,16.11
Pike,IN,18125,18125,14.12
Porter,IN,18127,18127,28.43
Posey,IN,18129,18129,21.9
Pulaski,IN,18131,18131,12.75
Putnam,IN,18133,18133,16.78
Randolph,IN,18135,18135,14.34
Ripley,IN,18137,18137,18.05
Rush,IN,18139,18139,13.91
St. Joseph,IN,18141,18141,29.57
Scott,IN,18143,18143,11.95
Shelby,IN,18145,18145,18.67
Spencer,IN,18147,18147,15.2
Starke,IN,18149,18149,11.87
Steuben,IN,18151,18151,21.75
Sullivan,IN,18153,18153,12.1
Switzerland,IN,18155,18155,10.91
Tippecanoe,IN,18157,18157,38.73
Tipton,IN,18159,18159,24.67
Union,IN,18161,18161,18.52
Vanderburgh,IN,18163,18163,27.01
Vermillion,IN,18165,18165,14.22
Vigo,IN,18167,18167,25.15
Wabash,IN,18169,18169,18.13
Warren,IN,18171,18171,19.4
Warrick,IN,18173,18173,30.3
Washington,IN,18175,18175,13.4
Wayne,IN,18177,18177,18.21
Wells,IN,18179,18179,18.2
White,IN,18181,18181,16.36
Whitley,IN,18183,18183,20.72
Adair,IA,19001,19001,18.48
Adams,IA,19003,19003,15.55
Allamakee,IA,19005,19005,17.76
Appanoose,IA,19007,19007,16.34
Audubon,IA,19009,19009,17.07
Benton,IA,19011,19011,22.11
Black Hawk,IA,19013,19013,29.1
Boone,IA,19015,19015,25.29
Bremer,IA,19017,19017,30.65
Buchanan,IA,19019,19019,21.55
Buena Vista,IA,19021,19021,19.72
Butler,IA,19023,19023,17.26
Calhoun,IA,19025,19025,18.67
Carroll,IA,19027,19027,22.37
Cass,IA,19029,19029,20.06
Cedar,IA,19031,19031,22.16
Cerro Gordo,IA,19033,19033,23.61
Cherokee,IA,19035,19035,22.23
Chickasaw,IA,19037,19037,17.22
Clarke,IA,19039,19039,15.96
Clay,IA,19041,19041,22.73
Clayton,IA,19043,19043,17.7
Clinton,IA,19045,19045,17.91
Crawford,IA,19047,19047,14.25
Dallas,IA,19049,19049,50.38
Davis,IA,19051,19051,19.47
Decatur,IA,19053,19053,25.04
Delaware,IA,19055,19055,16.63
Des Moines,IA,19057,19057,20.14
Dickinson,IA,19059,19059,33.55
Dubuque,IA,19061,19061,30.76
Emmet,IA,19063,19063,18.82
Fayette,IA,19065,19065,18.29
Floyd,IA,19067,19067,19.78
Franklin,IA,19069,19069,17.97
Fremont,IA,19071,19071,18.87
Greene,IA,19073,19073,18.65
Grundy,IA,19075,19075,27.9
Guthrie,IA,19077,19077,19.8
Hamilton,IA,19079,19079,24.32
Hancock,IA,19081,19081,23.81
Hardin,IA,19083,19083,20.77
Harrison,IA,19085,19085,19.46
Henry,IA,19087,19087,19.63
Howard,IA,19089,19089,15.84
Humboldt,IA,19091,19091,21.21
Ida,IA,19093,19093,18.59
Iowa,IA,19095,19095,18.84
Jackson,IA,19097,19097,19.19
Jasper,IA,19099,19099,18.78
Jefferson,IA,19101,19101,31.49
Johnson,IA,19103,19103,52.81
Jones,IA,19105,19105,19.53
Keokuk,IA,19107,19107,18.28
Kossuth,IA,19109,19109,17.5
Lee,IA,19111,19111,16.42
Linn,IA,19113,19113,33.14
Louisa,IA,19115,19115,14.88
Lucas,IA,19117,19117,17.02
Lyon,IA,19119,19119,20.69
Madison,IA,19121,19121,24.5
Mahaska,IA,19123,19123,22
Marion,IA,19125,19125,28.79
Marshall,IA,19127,19127,18.8
Mills,IA,19129,19129,24.12
Mitchell,IA,19131,19131,19.04
Monona,IA,19133,19133,15.27
Monroe,IA,19135,19135,17.35
Montgomery,IA,19137,19137,18.47
Muscatine,IA,19139,19139,21.52
O'Brien,IA,19141,19141,18.77
Osceola,IA,19143,19143,17.88
Page,IA,19145,19145,20.23
Palo Alto,IA,19147,19147,25.48
Plymouth,IA,19149,19149,23.18
Pocahontas,IA,19151,19151,14.99
Polk,IA,19153,19153,36.71
Pottawattamie,IA,19155,19155,21.47
Poweshiek,IA,19157,19157,26.13
Ringgold,IA,19159,19159,21.39
Sac,IA,19161,19161,20.03
Scott,IA,19163,19163,31.79
Shelby,IA,19165,19165,22.16
Sioux,IA,19167,19167,29.1
Story,IA,19169,19169,51.62
Tama,IA,19171,19171,15.78
Taylor,IA,19173,19173,14.47
Union,IA,19175,19175,17.99
Van Buren,IA,19177,19177,14.45
Wapello,IA,19179,19179,18.84
Warren,IA,19181,19181,31.91
Washington,IA,19183,19183,21.82
Wayne,IA,19185,19185,12.67
Webster,IA,19187,19187,19.92
Winnebago,IA,19189,19189,21.75
Winneshiek,IA,19191,19191,30.56
Woodbury,IA,19193,19193,23.12
Worth,IA,19195,19195,17.46
Wright,IA,19197,19197,17.24
Allen,KS,20001,20001,20.33
Anderson,KS,20003,20003,18.07
Atchison,KS,20005,20005,22.04
Barber,KS,20007,20007,20.68
Barton,KS,20009,20009,20.92
Bourbon,KS,20011,20011,21.68
Brown,KS,20013,20013,21.2
Butler,KS,20015,20015,29.77
Chase,KS,20017,20017,25.49
Chautauqua,KS,20019,20019,15.87
Cherokee,KS,20021,20021,19.6
Cheyenne,KS,20023,20023,28.9
Clark,KS,20025,20025,26.11
Clay,KS,20027,20027,26.67
Cloud,KS,20029,20029,23.96
Coffey,KS,20031,20031,24.55
Comanche,KS,20033,20033,16.03
Cowley,KS,20035,20035,21.78
Crawford,KS,20037,20037,29.88
Decatur,KS,20039,20039,22.54
Dickinson,KS,20041,20041,22.88
Doniphan,KS,20043,20043,21.13
Douglas,KS,20045,20045,49.63
Edwards,KS,20047,20047,18.08
Elk,KS,20049,20049,15.61
Ellis,KS,20051,20051,36.3
Ellsworth,KS,20053,20053,19.51
Finney,KS,20055,20055,17.07
Ford,KS,20057,20057,17.72
Franklin,KS,20059,20059,20.41
Geary,KS,20061,20061,23.24
Gove,KS,20063,20063,19.69
Graham,KS,20065,20065,24.75
Grant,KS,20067,20067,14.86
Gray,KS,20069,20069,20.22
Greeley,KS,20071,20071,27.16
Greenwood,KS,20073,20073,19.93
Hamilton,KS,20075,20075,18.74
Harper,KS,20077,20077,16.24
Harvey,KS,20079,20079,33.19
Haskell,KS,20081,20081,17.12
Hodgeman,KS,20083,20083,30.76
Jackson,KS,20085,20085,20.24
Jefferson,KS,20087,20087,23.18
Jewell,KS,20089,20089,19.32
Johnson,KS,20091,20091,55.98
Kearny,KS,20093,20093,14.74
Kingman,KS,20095,20095,24.42
Kiowa,KS,20097,20097,28.08
Labette,KS,20099,20099,18.73
Lane,KS,20101,20101,23.06
Leavenworth,KS,20103,20103,31.5
Lincoln,KS,20105,20105,22.8
Linn,KS,20107,20107,16.15
Logan,KS,20109,20109,16.61
Lyon,KS,20111,20111,27.48
McPherson,KS,20113,20113,27.98
Marion,KS,20115,20115,25.04
Marshall,KS,20117,20117,18.88
Meade,KS,20119,20119,20.3
Miami,KS,20121,20121,29.81
Mitchell,KS,20123,20123,26.07
Montgomery,KS,20125,20125,19.51
Morris,KS,20127,20127,21.41
Morton,KS,20129,20129,17.29
Nemaha,KS,20131,20131,25.37
Neosho,KS,20133,20133,18.09
Ness,KS,20135,20135,19.41
Norton,KS,20137,20137,18.79
Osage,KS,20139,20139,19.24
Osborne,KS,20141,20141,23.58
Ottawa,KS,20143,20143,24.46
Pawnee,KS,20145,20145,19.55
Phillips,KS,20147,20147,21.75
Pottawatomie,KS,20149,20149,33.79
Pratt,KS,20151,20151,30.32
Rawlins,KS,20153,20153,24.05
Reno,KS,20155,20155,20.9
Republic,KS,20157,20157,25.51
Rice,KS,20159,20159,22.79
Riley,KS,20161,20161,45.6
Rooks,KS,20163,20163,23.09
Rush,KS,20165,20165,23.71
Russell,KS,20167,20167,23.11
Saline,KS,20169,20169,27.34
Scott,KS,20171,20171,25.12
Sedgwick,KS,20173,20173,30.87
Seward,KS,20175,20175,11
Shawnee,KS,20177,20177,30.93
Sheridan,KS,20179,20179,22.01
Sherman,KS,20181,20181,21.78
Smith,KS,20183,20183,22.29
Stafford,KS,20185,20185,25.23
Stanton,KS,20187,20187,18.98
Stevens,KS,20189,20189,13.66
Sumner,KS,20191,20191,23.28
Thomas,KS,20193,20193,22.59
Trego,KS,20195,20195,24.85
Wabaunsee,KS,20197,20197,24.2
Wallace,KS,20199,20199,32.43
Washington,KS,20201,20201,20.33
Wichita,KS,20203,20203,20.6
Wilson,KS,20205,20205,16.51
Woodson,KS,20207,20207,17.2
Wyandotte,KS,20209,20209,18.13
Adair,KY,21001,21001,15.68
Allen,KY,21003,21003,16.13
Anderson,KY,21005,21005,20.17
Ballard,KY,21007,21007,15.95
Barren,KY,21009,21009,16.33
Bath,KY,21011,21011,14.47
Bell,KY,21013,21013,9.16
Boone,KY,21015,21015,32.12
Bourbon,KY,21017,21017,19.43
Boyd,KY,21019,21019,19.39
Boyle,KY,21021,21021,25.16
Bracken,KY,21023,21023,13.2
Breathitt,KY,21025,21025,15.19
Breckinridge,KY,21027,21027,11.94
Bullitt,KY,21029,21029,14.73
Butler,KY,21031,21031,13.94
Caldwell,KY,21033,21033,15.28
Calloway,KY,21035,21035,28.5
Campbell,KY,21037,21037,36.32
Carlisle,KY,21039,21039,14.9
Carroll,KY,21041,21041,8.22
Carter,KY,21043,21043,12.57
Casey,KY,21045,21045,12.77
Christian,KY,21047,21047,18.11
Clark,KY,21049,21049,20.13
Clay,KY,21051,21051,9.83
Clinton,KY,21053,21053,10.25
Crittenden,KY,21055,21055,13.07
Cumberland,KY,21057,21057,13.31
Daviess,KY,21059,21059,22.94
Edmonson,KY,21061,21061,10.26
Elliott,KY,21063,21063,9.75
Estill,KY,21065,21065,9.86
Fayette,KY,21067,21067,43.65
Fleming,KY,21069,21069,12.86
Floyd,KY,21071,21071,11.34
Franklin,KY,21073,21073,29.87
Fulton,KY,21075,21075,13.41
Gallatin,KY,21077,21077,11.64
Garrard,KY,21079,21079,17.59
Grant,KY,21081,21081,12.93
Graves,KY,21083,21083,17.36
Grayson,KY,21085,21085,10.51
Green,KY,21087,21087,13.16
Greenup,KY,21089,21089,17.14
Hancock,KY,21091,21091,11.44
Hardin,KY,21093,21093,22.01
Harlan,KY,21095,21095,10.83
Harrison,KY,21097,21097,14.61
Hart,KY,21099,21099,11.43
Henderson,KY,21101,21101,18.2
Henry,KY,21103,21103,13.09
Hickman,KY,21105,21105,15.8
Hopkins,KY,21107,21107,16.53
Jackson,KY,21109,21109,13.82
Jefferson,KY,21111,21111,33.44
Jessamine,KY,21113,21113,29.5
Johnson,KY,21115,21115,16.3
Kenton,KY,21117,21117,31.7
Knott,KY,21119,21119,14.86
Knox,KY,21121,21121,14.2
Larue,KY,21123,21123,12.36
Laurel,KY,21125,21125,14.45
Lawrence,KY,21127,21127,9.76
Lee,KY,21129,21129,8.26
Leslie,KY,21131,21131,8.69
Letcher,KY,21133,21133,12.14
Lewis,KY,21135,21135,9.06
Lincoln,KY,21137,21137,13
Livingston,KY,21139,21139,11.83
Logan,KY,21141,21141,16.38
Lyon,KY,21143,21143,16.9
McCracken,KY,21145,21145,24.24
McCreary,KY,21147,21147,7.19
McLean,KY,21149,21149,13.48
Madison,KY,21151,21151,30.77
Magoffin,KY,21153,21153,9.5
Marion,KY,21155,21155,12.62
Marshall,KY,21157,21157,19.22
Martin,KY,21159,21159,11.7
Mason,KY,21161,21161,19.47
Meade,KY,21163,21163,19.38
Menifee,KY,21165,21165,11.17
Mercer,KY,21167,21167,18.51
Metcalfe,KY,21169,21169,12.98
Monroe,KY,21171,21171,14.37
Montgomery,KY,21173,21173,15.65
Morgan,KY,21175,21175,12.53
Muhlenberg,KY,21177,21177,12.58
Nelson,KY,21179,21179,18.02
Nicholas,KY,21181,21181,8.89
Ohio,KY,21183,21183,13.65
Oldham,KY,21185,21185,42.41
Owen,KY,21187,21187,10.95
Owsley,KY,21189,21189,16.15
Pendleton,KY,21191,21191,13.23
Perry,KY,21193,21193,14.4
Pike,KY,21195,21195,13.05
Powell,KY,21197,21197,15.91
Pulaski,KY,21199,21199,16.48
Robertson,KY,21201,21201,16.32
Rockcastle,KY,21203,21203,11.36
Rowan,KY,21205,21205,25.06
Russell,KY,21207,21207,14.67
Scott,KY,21209,21209,28.38
Shelby,KY,21211,21211,24.88
Simpson,KY,21213,21213,14.17
Spencer,KY,21215,21215,20.3
Taylor,KY,21217,21217,19.59
Todd,KY,21219,21219,13.23
Trigg,KY,21221,21221,16.55
Trimble,KY,21223,21223,14.12
Union,KY,21225,21225,11.07
Warren,KY,21227,21227,32.22
Washington,KY,21229,21229,18.78
Wayne,KY,21231,21231,12.33
Webster,KY,21233,21233,10.02
Whitley,KY,21235,21235,20.43
Wolfe,KY,21237,21237,8.66
Woodford,KY,21239,21239,33.78
Acadia,LA,22001,22001,13.29
Allen,LA,22003,22003,11.29
Ascension,LA,22005,22005,26.45
Assumption,LA,22007,22007,9.59
Avoyelles,LA,22009,22009,12.27
Beauregard,LA,22011,22011,17.81
Bienville,LA,22013,22013,12.83
Bossier,LA,22015,22015,25.17
Caddo,LA,22017,22017,23.55
Calcasieu,LA,22019,22019,22.26
Caldwell,LA,22021,22021,13.83
Cameron,LA,22023,22023,12.66
Catahoula,LA,22025,22025,13.77
Claiborne,LA,22027,22027,12.77
Concordia,LA,22029,22029,14.08
De Soto,LA,22031,22031,14.82
East Baton Rouge,LA,22033,22033,34.93
East Carroll,LA,22035,22035,8.9
East Feliciana,LA,22037,22037,12.72
Evangeline,LA,22039,22039,11.64
Franklin,LA,22041,22041,11.98
Grant,LA,22043,22043,8.48
Iberia,LA,22045,22045,13.57
Iberville,LA,22047,22047,13.9
Jackson,LA,22049,22049,14.01
Jefferson,LA,22051,22051,26.85
Jefferson Davis,LA,22053,22053,16.88
Lafayette,LA,22055,22055,33.02
Lafourche,LA,22057,22057,16.91
La Salle,LA,22059,22059,13.64
Lincoln,LA,22061,22061,35.63
Livingston,LA,22063,22063,19.7
Madison,LA,22065,22065,12.81
Morehouse,LA,22067,22067,12.97
Natchitoches,LA,22069,22069,19.05
Orleans,LA,22071,22071,37.57
Ouachita,LA,22073,22073,24.22
Plaquemines,LA,22075,22075,19.09
Pointe Coupee,LA,22077,22077,14.92
Rapides,LA,22079,22079,20.9
Red River,LA,22081,22081,13.89
Richland,LA,22083,22083,13.18
Sabine,LA,22085,22085,13.32
St. Bernard,LA,22087,22087,11.57
St. Charles,LA,22089,22089,25.27
St. Helena,LA,22091,22091,16.67
St. James,LA,22093,22093,16.34
St. John the Baptist,LA,22095,22095,15.9
St. Landry,LA,22097,22097,14.75
St. Martin,LA,22099,22099,14.52
St. Mary,LA,22101,22101,10.23
St. Tammany,LA,22103,22103,33.83
Tangipahoa,LA,22105,22105,19.96
Tensas,LA,22107,22107,11.38
Terrebonne,LA,22109,22109,15.57
Union,LA,22111,22111,17.21
Vermilion,LA,22113,22113,14.18
Vernon,LA,22115,22115,17.54
Washington,LA,22117,22117,11.58
Webster,LA,22119,22119,15.4
West Baton Rouge,LA,22121,22121,21.99
West Carroll,LA,22123,22123,11.72
West Feliciana,LA,22125,22125,24.16
Winn,LA,22127,22127,13.95
Androscoggin,ME,23001,23001,22.77
Aroostook,ME,23003,23003,19.24
Cumberland,ME,23005,23005,47.6
Franklin,ME,23007,23007,24.79
Hancock,ME,23009,23009,34.06
Kennebec,ME,23011,23011,28.05
Knox,ME,23013,23013,33.54
Lincoln,ME,23015,23015,33.48
Oxford,ME,23017,23017,19.2
Penobscot,ME,23019,23019,27.71
Piscataquis,ME,23021,23021,18.41
Sagadahoc,ME,23023,23023,36.36
Somerset,ME,23025,23025,16.48
Waldo,ME,23027,23027,31.4
Washington,ME,23029,23029,22.04
York,ME,23031,23031,32.51
Allegany,MD,24001,24001,18.89
Anne Arundel,MD,24003,24003,41.75
Baltimore,MD,24005,24005,39.36
Calvert,MD,24009,24009,32.41
Caroline,MD,24011,24011,18.41
Carroll,MD,24013,24013,36.38
Cecil,MD,24015,24015,23.93
Charles,MD,24017,24017,28.94
Dorchester,MD,24019,24019,21.16
Frederick,MD,24021,24021,41.4
Garrett,MD,24023,24023,20.94
Harford,MD,24025,24025,36.7
Howard,MD,24027,24027,62.56
Kent,MD,24029,24029,35.13
Montgomery,MD,24031,24031,58.86
Prince George's,MD,24033,24033,33.08
Queen Anne's,MD,24035,24035,36.46
St. Mary's,MD,24037,24037,31.89
Somerset,MD,24039,24039,14.43
Talbot,MD,24041,24041,40.58
Washington,MD,24043,24043,21.93
Wicomico,MD,24045,24045,27.23
Worcester,MD,24047,24047,29.05
Baltimore City,MD,24510,24510,31.91
Barnstable,MA,25001,25001,43.42
Berkshire,MA,25003,25003,33.64
Bristol,MA,25005,25005,28.66
Dukes,MA,25007,25007,44.93
Essex,MA,25009,25009,39.85
Franklin,MA,25011,25011,37.3
Hampden,MA,25013,25013,27.13
Hampshire,MA,25015,25015,48.33
Middlesex,MA,25017,25017,56.28
Nantucket,MA,25019,25019,52.83
Norfolk,MA,25021,25021,53.6
Plymouth,MA,25023,25023,37.61
Suffolk,MA,25025,25025,46.06
Worcester,MA,25027,25027,36.4
Alcona,MI,26001,26001,16.95
Alger,MI,26003,26003,17.42
Allegan,MI,26005,26005,22.63
Alpena,MI,26007,26007,18
Antrim,MI,26009,26009,28.84
Arenac,MI,26011,26011,12.58
Baraga,MI,26013,26013,15.81
Barry,MI,26015,26015,21.07
Bay,MI,26017,26017,19.31
Benzie,MI,26019,26019,30.26
Berrien,MI,26021,26021,27.8
Branch,MI,26023,26023,14.41
Calhoun,MI,26025,26025,21.04
Cass,MI,26027,26027,19.17
Charlevoix,MI,26029,26029,31.08
Cheboygan,MI,26031,26031,20.67
Chippewa,MI,26033,26033,21.25
Clare,MI,26035,26035,12.62
Clinton,MI,26037,26037,32.09
Crawford,MI,26039,26039,19.39
Delta,MI,26041,26041,20.95
Dickinson,MI,26043,26043,25.75
Eaton,MI,26045,26045,27.76
Emmet,MI,26047,26047,33.42
Genesee,MI,26049,26049,21.2
Gladwin,MI,26051,26051,13.45
Gogebic,MI,26053,26053,19.44
Grand Traverse,MI,26055,26055,36.04
Gratiot,MI,26057,26057,15.36
Hillsdale,MI,26059,26059,17.34
Houghton,MI,26061,26061,32.61
Huron,MI,26063,26063,15.95
Ingham,MI,26065,26065,38.86
Ionia,MI,26067,26067,16.41
Iosco,MI,26069,26069,15.92
Iron,MI,26071,26071,18.5
Isabella,MI,26073,26073,29.06
Jackson,MI,26075,26075,22.15
Kalamazoo,MI,26077,26077,38.85
Kalkaska,MI,26079,26079,11.89
Kent,MI,26081,26081,35.72
Keweenaw,MI,26083,26083,32
Lake,MI,26085,26085,11.87
Lapeer,MI,26087,26087,18.26
Leelanau,MI,26089,26089,44.74
Lenawee,MI,26091,26091,21.01
Livingston,MI,26093,26093,35.39
Luce,MI,26095,26095,18.42
Mackinac,MI,26097,26097,23.25
Macomb,MI,26099,26099,24.85
Manistee,MI,26101,26101,20.3
Marquette,MI,26103,26103,32.94
Mason,MI,26105,26105,23.06
Mecosta,MI,26107,26107,22.66
Menominee,MI,26109,26109,16.28
Midland,MI,26111,26111,35.17
Missaukee,MI,26113,26113,13.99
Monroe,MI,26115,26115,20.51
Montcalm,MI,26117,26117,13.33
Montmorency,MI,26119,26119,13.67
Muskegon,MI,26121,26121,19.72
Newaygo,MI,26123,26123,16.63
Oakland,MI,26125,26125,47.24
Oceana,MI,26127,26127,19.52
Ogemaw,MI,26129,26129,12.16
Ontonagon,MI,26131,26131,16.54
Osceola,MI,26133,26133,14.18
Oscoda,MI,26135,26135,10.61
Otsego,MI,26137,26137,23.57
Ottawa,MI,26139,26139,34.05
Presque Isle,MI,26141,26141,17.89
Roscommon,MI,26143,26143,15.5
Saginaw,MI,26145,26145,20.85
St. Clair,MI,26147,26147,18.62
St. Joseph,MI,26149,26149,16.16
Sanilac,MI,26151,26151,14.17
Schoolcraft,MI,26153,26153,15.62
Shiawassee,MI,26155,26155,17.05
Tuscola,MI,26157,26157,13.47
Van Buren,MI,26159,26159,21.75
Washtenaw,MI,26161,26161,55.93
Wayne,MI,26163,26163,23.93
Wexford,MI,26165,26165,18.22
Aitkin,MN,27001,27001,18.05
Anoka,MN,27003,27003,30.51
Becker,MN,27005,27005,24.97
Beltrami,MN,27007,27007,29.22
Benton,MN,27009,27009,23.57
Big Stone,MN,27011,27011,15.41
Blue Earth,MN,27013,27013,34.82
Brown,MN,27015,27015,22.18
Carlton,MN,27017,27017,22.12
Carver,MN,27019,27019,48.95
Cass,MN,27021,27021,23.19
Chippewa,MN,27023,27023,18.98
Chisago,MN,27025,27025,21.49
Clay,MN,27027,27027,34.17
Clearwater,MN,27029,27029,17.05
Cook,MN,27031,27031,40.4
Cottonwood,MN,27033,27033,19.96
Crow Wing,MN,27035,27035,24.69
Dakota,MN,27037,27037,42.22
Dodge,MN,27039,27039,25.75
Douglas,MN,27041,27041,26.03
Faribault,MN,27043,27043,18.56
Fillmore,MN,27045,27045,22.19
Freeborn,MN,27047,27047,17.14
Goodhue,MN,27049,27049,26.02
Grant,MN,27051,27051,18.76
Hennepin,MN,27053,27053,50.06
Houston,MN,27055,27055,24.83
Hubbard,MN,27057,27057,27.36
Isanti,MN,27059,27059,18.5
Itasca,MN,27061,27061,23.05
Jackson,MN,27063,27063,22.55
Kanabec,MN,27065,27065,14.68
Kandiyohi,MN,27067,27067,23.26
Kittson,MN,27069,27069,25.87
Koochiching,MN,27071,27071,15.53
Lac qui Parle,MN,27073,27073,18.79
Lake,MN,27075,27075,28.81
Lake of the Woods,MN,27077,27077,16.67
Le Sueur,MN,27079,27079,23
Lincoln,MN,27081,27081,19.25
Lyon,MN,27083,27083,26.12
McLeod,MN,27085,27085,17.6
Mahnomen,MN,27087,27087,13.24
Marshall,MN,27089,27089,19.14
Martin,MN,27091,27091,20.48
Meeker,MN,27093,27093,19.46
Mille Lacs,MN,27095,27095,14.68
Morrison,MN,27097,27097,17.32
Mower,MN,27099,27099,22.18
Murray,MN,27101,27101,20.75
Nicollet,MN,27103,27103,33.8
Nobles,MN,27105,27105,15.31
Norman,MN,27107,27107,19.05
Olmsted,MN,27109,27109,44.9
Otter Tail,MN,27111,27111,24.93
Pennington,MN,27113,27113,19.32
Pine,MN,27115,27115,14.86
Pipestone,MN,27117,27117,21.32
Polk,MN,27119,27119,25.3
Pope,MN,27121,27121,22.92
Ramsey,MN,27123,27123,42.26
Red Lake,MN,27125,27125,16.2
Redwood,MN,27127,27127,19.06
Renville,MN,27129,27129,15.24
Rice,MN,27131,27131,28.29
Rock,MN,27133,27133,23.76
Roseau,MN,27135,27135,20.28
St. Louis,MN,27137,27137,29.32
Scott,MN,27139,27139,39.86
Sherburne,MN,27141,27141,26.58
Sibley,MN,27143,27143,16.41
Stearns,MN,27145,27145,27.47
Steele,MN,27147,27147,25.98
Stevens,MN,27149,27149,30.52
Swift,MN,27151,27151,19.56
Todd,MN,27153,27153,15.12
Traverse,MN,27155,27155,17.49
Wabasha,MN,27157,27157,23.7
Wadena,MN,27159,27159,13.8
Waseca,MN,27161,27161,21.41
Washington,MN,27163,27163,44.27
Watonwan,MN,27165,27165,15.47
Wilkin,MN,27167,27167,23.78
Winona,MN,27169,27169,30.07
Wright,MN,27171,27171,29.59
Yellow Medicine,MN,27173,27173,17.25
Adams,MS,28001,28001,17.44
Alcorn,MS,28003,28003,17.13
Amite,MS,28005,28005,12.56
Attala,MS,28007,28007,13.92
Benton,MS,28009,28009,11.54
Bolivar,MS,28011,28011,23.61
Calhoun,MS,28013,28013,11.79
Carroll,MS,28015,28015,12.25
Chickasaw,MS,28017,28017,12.44
Choctaw,MS,28019,28019,19.09
Claiborne,MS,28021,28021,23.98
Clarke,MS,28023,28023,12.47
Clay,MS,28025,28025,20.41
Coahoma,MS,28027,28027,16.45
Copiah,MS,28029,28029,14.54
Covington,MS,28031,28031,14.74
DeSoto,MS,28033,28033,25.04
Forrest,MS,28035,28035,27.77
Franklin,MS,28037,28037,12.01
George,MS,28039,28039,13.78
Greene,MS,28041,28041,9.72
Grenada,MS,28043,28043,21.33
Hancock,MS,28045,28045,22
Harrison,MS,28047,28047,23.06
Hinds,MS,28049,28049,29.02
Holmes,MS,28051,28051,10.18
Humphreys,MS,28053,28053,12.79
Issaquena,MS,28055,28055,3.15
Itawamba,MS,28057,28057,13.16
Jackson,MS,28059,28059,21.09
Jasper,MS,28061,28061,15.08
Jefferson,MS,28063,28063,15.91
Jefferson Davis,MS,28065,28065,14.14
Jones,MS,28067,28067,20.78
Kemper,MS,28069,28069,14.68
Lafayette,MS,28071,28071,45.6
Lamar,MS,28073,28073,34.1
Lauderdale,MS,28075,28075,19.73
Lawrence,MS,28077,28077,17.58
Leake,MS,28079,28079,14.28
Lee,MS,28081,28081,24.41
Leflore,MS,28083,28083,18.48
Lincoln,MS,28085,28085,16.15
Lowndes,MS,28087,28087,23.44
Madison,MS,28089,28089,48.41
Marion,MS,28091,28091,12.32
Marshall,MS,28093,28093,13.79
Monroe,MS,28095,28095,16.74
Montgomery,MS,28097,28097,19.33
Neshoba,MS,28099,28099,11.6
Newton,MS,28101,28101,16.41
Noxubee,MS,28103,28103,15.63
Oktibbeha,MS,28105,28105,42.63
Panola,MS,28107,28107,14.86
Pearl River,MS,28109,28109,16.65
Perry,MS,28111,28111,10.73
Pike,MS,28113,28113,16.61
Pontotoc,MS,28115,28115,18.07
Prentiss,MS,28117,28117,12.37
Quitman,MS,28119,28119,10.3
Rankin,MS,28121,28121,29.05
Scott,MS,28123,28123,11.39
Sharkey,MS,28125,28125,19.53
Simpson,MS,28127,28127,16.22
Smith,MS,28129,28129,12.18
Stone,MS,28131,28131,15.77
Sunflower,MS,28133,28133,15.36
Tallahatchie,MS,28135,28135,10.25
Tate,MS,28137,28137,15.81
Tippah,MS,28139,28139,15.19
Tishomingo,MS,28141,28141,11.38
Tunica,MS,28143,28143,16.9
Union,MS,28145,28145,13.36
Walthall,MS,28147,28147,14.4
Warren,MS,28149,28149,22.44
Washington,MS,28151,28151,17.94
Wayne,MS,28153,28153,15.25
Webster,MS,28155,28155,18.51
Wilkinson,MS,28157,28157,13.69
Winston,MS,28159,28159,14.7
Yalobusha,MS,28161,28161,13.77
Yazoo,MS,28163,28163,13.42
Adair,MO,29001,29001,31.04
Andrew,MO,29003,29003,24.89
Atchison,MO,29005,29005,23.05
Audrain,MO,29007,29007,14.73
Barry,MO,29009,29009,14.62
Barton,MO,29011,29011,19.86
Bates,MO,29013,29013,16.13
Benton,MO,29015,29015,12.99
Bollinger,MO,29017,29017,8.88
Boone,MO,29019,29019,46.07
Buchanan,MO,29021,29021,21.1
Butler,MO,29023,29023,13.33
Caldwell,MO,29025,29025,18.14
Callaway,MO,29027,29027,23.08
Camden,MO,29029,29029,21.08
Cape Girardeau,MO,29031,29031,31.51
Carroll,MO,29033,29033,16.72
Carter,MO,29035,29035,15.47
Cass,MO,29037,29037,26.35
Cedar,MO,29039,29039,13.61
Chariton,MO,29041,29041,17.23
Christian,MO,29043,29043,28.63
Clark,MO,29045,29045,12.77
Clay,MO,29047,29047,33.21
Clinton,MO,29049,29049,21.63
Cole,MO,29051,29051,33.35
Cooper,MO,29053,29053,22.15
Crawford,MO,29055,29055,11.53
Dade,MO,29057,29057,12.69
Dallas,MO,29059,29059,12.88
Daviess,MO,29061,29061,18.47
DeKalb,MO,29063,29063,13.84
Dent,MO,29065,29065,15.32
Douglas,MO,29067,29067,10.81
Dunklin,MO,29069,29069,13.82
Franklin,MO,29071,29071,20.92
Gasconade,MO,29073,29073,19.25
Gentry,MO,29075,29075,19.06
Greene,MO,29077,29077,30.49
Grundy,MO,29079,29079,17.13
Harrison,MO,29081,29081,16.54
Henry,MO,29083,29083,15.88
